 ,Area,Mean,StdDev,Min,Max
1,7.061,192.062,11.013,178,224
2,5.590,201.465,15.655,181,245
3,4.266,202.218,13.815,181,233
4,5.590,195.149,10.187,181,219
5,5.050,197.058,10.837,181,224
6,4.315,196.705,10.077,181,218
7,6.227,209.220,25.751,181,285
8,17.064,195.175,10.925,181,234
9,4.609,222.660,27.157,181,276
10,4.413,212.667,22.779,181,266
11,5.001,205.853,17.503,181,249
12,4.168,220.129,29.352,182,295
13,12.406,234.522,67.726,181,472
14,4.364,227.730,36.957,181,313
15,5.149,240.333,47.887,181,347
16,5.639,222.226,36.870,181,342
17,8.091,238.103,51.895,181,377
18,4.952,190.663,6.668,181,209
19,6.080,201.387,13.967,181,234
20,4.119,198.667,13.732,181,232
21,8.189,233.096,53.549,181,365
22,4.560,190.914,8.868,178,217
23,10.003,218.132,34.580,181,316
24,8.777,217.201,33.480,181,322
25,4.952,208.782,22.152,181,276
26,4.462,197.626,11.697,181,226
27,5.933,231.165,37.746,181,307
28,4.462,213.330,28.414,181,282
29,4.168,207.706,22.846,181,260
30,8.924,207.489,41.363,181,362
31,4.511,199.152,12.080,181,222
32,5.050,185.835,4.305,176,199
33,6.178,223.722,57.201,181,399
34,8.434,207.250,15.884,181,245
35,4.070,190.120,6.883,181,209
36,4.266,203.391,19.915,181,249
37,10.689,199.642,14.604,181,238
38,7.993,209.043,23.900,181,267
39,6.178,194.000,9.958,177,221
40,5.100,207.010,20.341,181,254
41,4.266,212.828,24.388,181,259
42,4.168,202.153,13.940,181,229
43,7.306,196.221,12.477,181,230
44,5.149,204.848,18.022,181,253
