 ,Area,Mean,StdDev,Min,Max
1,5.394,255.000,0.000,255,255
2,4.658,255.000,0.000,255,255
3,4.119,255.000,0.000,255,255
4,7.649,255.000,0.000,255,255
5,7.061,255.000,0.000,255,255
6,4.217,255.000,0.000,255,255
7,4.119,255.000,0.000,255,255
8,5.100,255.000,0.000,255,255
9,9.071,255.000,0.000,255,255
10,4.462,255.000,0.000,255,255
11,9.316,255.000,0.000,255,255
12,8.189,255.000,0.000,255,255
13,4.168,255.000,0.000,255,255
14,4.315,255.000,0.000,255,255
15,4.266,255.000,0.000,255,255
16,6.865,255.000,0.000,255,255
17,5.737,252.821,23.575,0,255
18,6.472,255.000,0.000,255,255
19,4.315,255.000,0.000,255,255
20,6.620,255.000,0.000,255,255
21,4.511,252.228,26.586,0,255
22,4.070,255.000,0.000,255,255
23,4.413,255.000,0.000,255,255
24,5.100,255.000,0.000,255,255
25,5.100,255.000,0.000,255,255
26,4.609,255.000,0.000,255,255
27,5.786,252.839,23.475,0,255
28,6.914,255.000,0.000,255,255
29,6.669,255.000,0.000,255,255
30,4.707,255.000,0.000,255,255
31,5.198,255.000,0.000,255,255
32,5.688,255.000,0.000,255,255
33,5.198,255.000,0.000,255,255
34,5.394,255.000,0.000,255,255
35,4.070,255.000,0.000,255,255
36,4.707,255.000,0.000,255,255
37,5.100,255.000,0.000,255,255
38,8.679,255.000,0.000,255,255
39,5.247,255.000,0.000,255,255
40,7.943,255.000,0.000,255,255
41,4.805,255.000,0.000,255,255
42,4.462,255.000,0.000,255,255
43,4.119,251.964,27.823,0,255
44,7.208,255.000,0.000,255,255
45,5.541,255.000,0.000,255,255
46,4.511,255.000,0.000,255,255
47,4.658,255.000,0.000,255,255
48,5.149,255.000,0.000,255,255
49,4.707,252.344,26.026,0,255
50,8.581,255.000,0.000,255,255
51,4.119,255.000,0.000,255,255
52,5.001,252.500,25.249,0,255
53,5.296,255.000,0.000,255,255
54,4.805,255.000,0.000,255,255
55,5.590,255.000,0.000,255,255
56,12.258,253.980,16.128,0,255
57,6.325,255.000,0.000,255,255
58,5.247,255.000,0.000,255,255
59,5.541,252.743,23.988,0,255
60,9.365,253.665,18.451,0,255
61,5.001,255.000,0.000,255,255
62,17.848,253.599,18.876,0,255
63,5.884,255.000,0.000,255,255
64,5.688,255.000,0.000,255,255
65,8.091,255.000,0.000,255,255
66,4.119,255.000,0.000,255,255
67,6.276,255.000,0.000,255,255
68,11.866,255.000,0.000,255,255
69,7.993,253.436,19.973,0,255
70,9.365,255.000,0.000,255,255
71,4.217,255.000,0.000,255,255
72,4.070,255.000,0.000,255,255
73,9.660,251.117,31.307,0,255
74,13.730,254.089,15.239,0,255
75,10.101,253.762,17.767,0,255
76,5.884,255.000,0.000,255,255
77,8.581,253.543,19.276,0,255
78,10.052,253.756,17.810,0,255
79,11.670,255.000,0.000,255,255
80,7.747,255.000,0.000,255,255
81,9.905,252.475,25.310,0,255
82,6.620,251.222,30.922,0,255
83,14.367,254.130,14.897,0,255
84,10.444,255.000,0.000,255,255
85,12.160,255.000,0.000,255,255
86,5.492,255.000,0.000,255,255
87,8.630,253.551,19.221,0,255
88,22.703,253.348,20.482,0,255
89,11.082,252.743,23.935,0,255
90,15.740,255.000,0.000,255,255
91,4.854,255.000,0.000,255,255
92,6.767,255.000,0.000,255,255
93,12.896,254.030,15.724,0,255
94,17.505,255.000,0.000,255,255
95,4.462,255.000,0.000,255,255
96,8.924,255.000,0.000,255,255
97,14.514,255.000,0.000,255,255
98,9.120,255.000,0.000,255,255
99,9.120,255.000,0.000,255,255
100,8.679,255.000,0.000,255,255
101,8.385,255.000,0.000,255,255
102,9.562,255.000,0.000,255,255
103,4.707,255.000,0.000,255,255
104,5.149,252.571,24.885,0,255
105,6.129,255.000,0.000,255,255
106,11.915,255.000,0.000,255,255
107,5.737,252.821,23.575,0,255
108,5.198,255.000,0.000,255,255
109,6.620,255.000,0.000,255,255
110,10.984,255.000,0.000,255,255
111,5.933,252.893,23.182,0,255
112,21.036,254.406,12.312,0,255
113,10.837,253.846,17.153,0,255
