 ,Area,Mean,StdDev,Min,Max
1,6.178,206.825,11.172,191,235
2,6.718,205.255,11.600,191,236
3,4.168,207.118,10.281,191,233
4,4.560,222.118,23.999,191,272
5,4.070,233.494,29.139,191,291
6,4.315,224.216,28.215,191,297
7,10.493,219.888,19.845,191,273
8,9.022,212.168,13.942,191,241
9,4.707,207.354,10.883,191,240
10,4.168,217.953,16.373,191,251
11,12.602,214.763,21.828,191,290
12,7.894,224.894,22.690,191,283
13,5.001,244.951,36.169,191,323
14,4.217,223.035,24.299,191,290
15,5.884,251.708,44.107,191,333
16,7.993,233.485,43.547,191,387
17,6.178,242.667,34.654,191,304
18,7.159,222.623,26.871,191,295
19,4.462,212.407,16.553,191,255
20,4.119,202.762,8.181,191,223
21,7.943,240.519,44.271,191,358
22,8.728,254.416,69.490,191,470
23,5.492,223.911,22.315,191,289
24,4.168,219.671,21.791,191,269
25,5.100,218.010,19.859,191,270
26,4.511,213.337,14.117,191,246
27,4.854,230.414,42.097,191,353
28,5.149,232.314,27.364,191,282
29,4.266,235.103,35.130,192,310
30,4.021,233.049,34.177,191,306
31,5.443,208.306,16.484,191,266
32,5.884,228.467,29.227,191,308
33,4.609,240.840,37.507,191,317
34,4.315,261.159,75.681,192,464
35,5.982,237.115,42.543,191,354
36,4.462,232.462,36.340,191,324
37,6.522,223.391,28.502,191,319
38,7.747,242.671,46.165,191,350
39,6.374,231.215,40.978,191,356
40,4.413,258.189,54.891,191,379
41,6.227,225.504,43.524,191,361
42,4.462,207.967,10.498,191,234
43,4.462,216.571,20.457,191,270
44,4.462,261.407,70.351,191,429
45,4.462,247.022,39.558,191,325
46,6.227,259.598,57.197,191,409
47,5.884,210.142,15.074,191,245
48,7.159,233.034,36.813,191,331
49,4.854,234.081,32.378,191,308
50,5.394,256.764,52.983,191,360
51,5.149,205.514,10.612,191,228
52,4.413,220.311,25.387,191,287
53,8.728,231.551,36.629,191,351
54,4.805,228.276,27.063,191,286
55,5.590,247.184,46.399,191,343
56,4.511,240.370,36.062,191,312
57,6.031,233.179,31.575,191,296
58,5.492,211.179,16.013,191,255
59,6.423,245.160,40.854,191,333
60,5.835,233.437,31.195,191,326
61,4.462,203.330,7.773,191,221
62,5.688,246.353,42.659,191,340
63,4.070,223.843,38.167,191,329
64,15.740,223.963,21.236,191,286
65,4.266,238.437,35.288,191,305
66,4.168,208.765,14.735,191,248
67,5.198,232.566,30.237,191,300
68,5.835,229.000,32.929,191,308
69,6.031,227.122,26.493,191,297
70,11.033,228.147,28.594,191,292
71,6.571,246.948,43.195,191,381
72,5.345,222.853,22.389,192,281
73,6.669,219.765,22.792,191,281
74,4.756,232.227,30.839,192,306
75,10.542,211.912,17.371,191,272
76,8.924,219.923,29.995,191,345
77,7.306,226.362,26.097,191,287
78,4.119,237.905,33.888,191,321
79,7.993,229.571,28.200,191,315
80,4.168,241.988,38.153,191,318
81,6.472,206.545,13.979,191,249
82,7.257,224.709,25.341,191,288
83,4.266,225.644,33.951,191,329
84,5.492,261.223,78.972,191,490
85,6.276,233.492,39.825,191,358
86,7.551,226.903,28.600,191,292
87,6.571,252.709,53.964,191,376
88,4.413,212.500,16.950,191,257
89,9.316,214.816,20.474,191,281
90,4.315,222.398,22.372,191,279
91,4.364,204.225,10.167,191,226
92,4.511,210.935,15.315,191,254
93,8.826,230.500,35.945,191,320
94,4.119,201.202,8.481,191,226
