 ,Area,Mean,StdDev,Min,Max
1,4.756,225.144,19.030,198,274
2,4.658,227.411,17.336,198,261
3,4.658,212.074,10.626,198,239
4,4.413,227.856,23.523,198,286
5,4.903,219.990,15.840,198,281
6,6.129,219.104,15.701,198,262
7,4.364,229.506,22.672,199,276
8,4.070,235.807,24.318,200,287
9,10.591,229.069,18.707,198,278
10,4.266,207.138,8.194,193,234
11,11.376,226.177,23.679,198,319
12,4.315,234.773,26.177,198,291
13,4.364,221.843,14.867,198,250
14,4.805,220.255,15.817,198,260
15,4.854,244.172,29.851,198,312
16,4.707,246.583,35.626,198,322
17,4.560,231.699,28.742,198,297
18,7.159,244.479,37.496,198,372
19,5.443,244.450,40.040,198,356
20,5.737,230.530,27.211,198,300
21,4.903,217.890,14.072,198,257
22,6.423,232.931,21.879,198,283
23,4.658,255.484,45.319,198,351
24,4.021,233.244,25.206,198,288
25,5.786,247.890,41.996,198,352
26,8.091,262.582,58.153,198,447
27,4.903,231.430,23.200,198,292
28,5.198,244.415,43.805,198,371
29,4.119,251.619,33.583,198,308
30,5.590,238.772,27.345,198,304
31,4.805,254.735,40.956,198,348
32,4.364,249.730,36.557,198,327
33,7.894,221.671,21.026,198,291
34,5.443,228.523,24.682,199,291
35,5.688,261.414,46.381,198,361
36,4.560,256.763,54.686,199,399
37,6.374,243.831,35.360,198,333
38,7.355,237.533,40.021,198,377
39,4.854,226.505,27.252,198,309
40,5.149,230.267,20.983,198,279
41,4.119,246.274,37.889,198,345
42,6.816,225.676,24.231,198,298
43,5.982,242.926,31.495,198,320
44,7.306,249.946,39.871,198,348
45,5.443,217.577,12.362,198,248
46,5.198,228.887,33.180,198,317
47,8.385,218.386,15.580,198,261
48,4.168,252.306,40.432,198,331
49,5.590,240.167,28.932,198,302
50,4.413,245.789,33.330,200,317
51,4.854,234.545,29.154,198,303
52,4.217,240.849,37.478,198,338
53,7.698,237.268,30.071,198,315
54,4.119,225.881,21.525,198,275
55,5.590,225.465,22.813,198,287
56,7.649,226.853,25.374,198,314
57,6.669,229.191,37.531,198,358
58,4.364,219.169,16.006,198,262
59,4.315,234.443,30.183,198,311
60,5.982,240.221,39.536,193,345
61,5.247,232.720,21.897,199,276
62,4.952,214.792,12.228,198,246
63,4.756,259.505,51.353,198,381
64,5.639,238.600,34.464,198,321
65,7.502,236.255,29.560,198,319
66,4.168,259.094,46.639,198,362
67,4.462,225.066,21.162,198,275
68,4.609,239.266,25.168,198,290
69,4.413,244.789,32.751,198,332
70,4.315,232.966,24.725,198,284
71,4.756,210.918,9.225,193,234
72,5.737,277.077,88.630,198,540
73,4.070,253.916,43.253,198,358
74,7.453,247.829,45.147,198,365
75,4.413,227.856,18.837,198,276
76,4.413,291.111,69.781,200,455
77,7.747,235.120,35.334,198,338
78,5.835,279.118,76.717,198,513
79,8.385,233.246,27.688,198,302
80,5.296,269.833,74.661,198,490
81,6.816,218.165,15.074,198,268
82,5.737,258.564,46.442,199,385
83,7.061,250.792,47.293,198,366
84,5.541,239.965,29.978,198,325
85,7.404,248.563,39.228,198,345
86,5.100,239.644,28.869,198,312
87,5.100,259.183,57.302,198,402
88,20.888,213.085,13.840,198,276
89,6.227,214.780,11.818,198,246
90,4.707,276.312,62.252,198,414
91,4.217,228.233,26.508,198,289
92,12.406,252.498,55.728,198,430
93,7.355,251.527,45.238,198,385
94,5.492,245.125,35.134,198,323
95,10.738,217.895,14.780,197,261
96,7.943,224.722,30.001,198,316
97,5.100,215.481,12.266,198,245
98,4.805,269.602,60.687,198,414
99,8.532,231.868,25.888,198,298
100,6.767,209.442,8.710,198,245
101,4.413,222.711,16.721,198,256
102,6.325,222.822,16.988,198,265
103,5.149,220.238,15.233,198,254
104,7.943,230.870,33.992,198,327
105,4.658,234.832,27.358,198,303
106,5.100,234.971,25.526,198,289
107,7.012,246.622,35.234,198,332
108,9.169,239.251,30.354,198,303
109,4.070,240.325,41.555,198,336
110,4.315,218.409,14.856,198,248
111,5.884,247.283,41.270,199,366
112,8.042,238.061,27.376,198,299
113,5.100,230.567,30.798,198,325
114,4.560,220.409,17.547,198,261
115,4.413,223.667,27.810,198,316
116,4.315,246.295,35.867,198,320
117,4.511,225.707,19.771,199,275
118,5.296,228.370,28.608,198,311
119,6.963,238.683,37.821,198,340
120,6.620,250.252,39.393,198,354
121,4.805,249.459,40.488,198,333
122,4.805,236.041,36.125,198,331
123,5.050,269.398,76.653,198,478
124,5.345,231.954,27.740,198,312
125,6.374,237.900,29.377,198,310
126,6.031,251.041,41.242,198,345
127,6.276,233.289,25.711,198,296
128,4.854,223.263,18.840,198,269
129,6.374,238.769,30.935,198,334
130,6.227,238.583,29.287,198,302
