 ,Area,Mean,StdDev,Min,Max
1,4.168,199.976,14.937,182,238
2,4.413,195.311,9.583,182,220
3,4.511,198.804,12.914,182,229
4,6.031,201.992,16.383,182,247
5,6.472,214.500,24.715,182,279
6,4.952,205.257,15.462,182,240
7,4.364,218.573,27.771,182,276
8,17.750,199.925,13.255,182,245
9,8.532,203.983,15.498,182,245
10,7.453,204.421,17.989,182,246
11,4.070,201.892,15.132,182,237
12,4.168,211.059,21.469,182,257
13,5.884,193.842,8.738,182,217
14,7.943,193.099,7.553,182,211
15,5.149,196.219,9.480,182,218
16,6.178,223.270,31.391,182,289
17,6.276,217.578,28.187,182,280
18,4.021,209.329,21.221,182,256
19,4.364,202.292,15.252,182,232
20,7.012,212.182,20.925,182,256
21,4.413,194.867,10.361,182,217
22,5.149,198.724,13.054,182,230
23,4.756,194.990,8.580,182,217
24,5.835,195.479,9.775,182,221
25,7.649,247.718,70.674,182,460
26,4.658,211.074,22.356,182,258
27,4.266,201.241,14.695,182,236
28,4.364,210.180,25.377,182,270
29,4.070,200.819,15.415,182,237
30,4.952,217.901,33.711,182,302
31,4.413,195.033,10.768,182,222
32,4.756,208.753,19.857,182,251
33,7.600,205.432,24.164,182,276
34,5.050,194.621,10.128,182,224
35,7.355,193.693,9.120,178,218
36,4.315,195.727,10.939,182,223
37,6.423,212.366,24.492,182,269
38,5.149,197.400,12.107,182,227
39,4.756,195.495,9.798,182,220
40,4.266,216.552,27.169,182,271
41,4.217,195.872,9.962,182,222
42,7.061,225.736,41.280,182,342
43,5.296,203.537,22.074,182,264
44,4.315,191.943,8.059,182,213
45,6.227,216.811,39.618,182,334
46,4.315,198.716,15.642,182,243
47,9.660,204.533,18.548,182,252
48,4.364,197.292,11.253,182,220
49,5.933,189.884,5.509,182,207
50,5.492,200.080,16.817,182,243
51,8.042,242.409,65.214,182,408
52,10.984,197.147,11.698,182,233
53,4.168,195.671,11.215,182,228
54,4.952,191.871,8.017,180,214
55,14.024,217.129,32.757,182,332
56,4.560,215.194,35.945,182,310
57,7.551,201.558,15.830,182,240
58,5.050,198.864,14.662,182,236
59,9.758,205.387,20.010,182,267
60,7.012,190.091,6.155,182,212
61,4.217,197.267,14.093,182,240
62,8.238,213.571,32.661,182,306
63,4.756,207.371,24.258,182,275
64,8.189,201.269,16.561,182,241
65,7.649,212.359,30.987,182,302
66,6.571,200.828,16.326,182,251
67,7.404,191.556,7.388,182,210
68,8.434,206.512,22.472,182,273
69,5.737,204.248,20.761,182,256
70,4.217,192.279,7.986,182,214
71,9.120,221.446,50.249,179,402
72,7.649,194.301,10.258,182,220
73,16.868,201.840,15.275,182,240
74,11.817,196.456,11.481,182,231
75,4.658,217.337,31.632,179,291
76,5.982,191.246,7.698,182,214
77,5.198,202.453,19.330,182,257
78,11.278,196.217,12.787,179,236
79,14.563,194.785,9.992,173,224
80,7.257,191.730,7.759,182,215
81,14.759,209.983,25.164,182,295
82,9.905,194.490,10.430,182,231
83,7.306,201.000,18.801,182,252
84,7.306,205.953,25.533,182,290
85,7.551,191.110,6.630,179,211
86,6.571,186.784,4.060,180,198
87,9.415,198.422,13.745,182,235
88,4.707,191.938,9.152,182,216
89,4.707,192.771,11.776,182,228
90,7.012,194.154,9.767,182,221
91,7.993,195.239,10.849,182,220
92,7.257,196.250,13.102,182,239
93,4.658,200.737,18.667,182,249
94,7.600,191.271,8.440,168,213
95,5.149,210.848,28.411,182,294
96,17.652,209.783,21.389,182,274
97,10.444,206.939,23.065,176,267
