 ,Area,Mean,StdDev,Min,Max
1,7.012,222.503,16.811,200,263
2,4.511,218.696,14.103,200,249
3,4.560,216.000,10.241,200,239
4,4.070,219.205,15.667,200,265
5,6.522,218.737,17.294,200,272
6,4.217,212.988,10.138,200,240
7,4.119,215.917,12.651,198,248
8,4.168,220.953,13.278,200,249
9,5.884,224.667,16.117,200,260
10,4.021,234.841,28.520,200,307
11,6.031,224.545,17.180,200,268
12,4.315,215.034,10.781,200,240
13,5.296,218.407,13.622,202,265
14,9.513,228.588,17.079,200,279
15,4.070,241.892,29.986,200,303
16,8.189,235.168,26.041,200,292
17,4.854,244.131,33.788,200,328
18,4.364,215.326,11.079,195,246
19,5.737,224.675,18.239,200,274
20,4.511,229.185,19.292,200,286
21,4.119,224.107,18.849,200,272
22,5.443,218.505,12.290,200,246
23,5.247,225.178,17.516,200,271
24,4.707,232.010,19.982,203,285
25,4.315,235.057,24.726,201,291
26,6.325,242.899,33.838,200,319
27,9.709,240.717,31.608,200,323
28,8.679,230.282,26.548,200,331
29,4.707,230.073,17.196,200,268
30,4.364,233.596,27.711,200,303
31,4.021,236.866,27.458,200,305
32,8.189,216.539,12.088,200,253
33,6.227,234.220,25.903,200,305
34,4.364,217.517,11.436,201,243
35,4.854,233.970,34.699,200,333
36,5.443,231.135,19.585,201,272
37,7.306,231.060,22.800,200,280
38,4.952,240.554,26.737,200,310
39,5.050,235.282,25.709,200,288
40,5.541,241.150,30.993,201,307
41,5.296,250.407,36.516,200,333
42,6.031,239.837,37.984,200,356
43,7.404,248.960,39.533,200,368
44,6.080,232.234,24.529,200,294
45,5.492,227.545,16.348,201,267
46,5.492,239.670,28.458,200,324
47,4.658,246.832,36.451,201,353
48,11.621,256.599,55.976,200,458
49,7.012,242.755,38.870,200,354
50,4.119,227.690,21.077,200,278
51,10.689,239.752,27.874,200,317
52,8.287,232.467,26.430,200,301
53,4.854,234.949,23.835,200,303
54,5.492,241.214,32.571,200,328
55,4.021,260.902,59.696,200,413
56,5.443,230.559,17.298,200,283
57,11.866,246.847,36.848,200,371
58,7.404,235.404,24.633,200,297
59,4.266,224.782,18.477,200,274
60,5.247,230.729,22.450,200,302
61,8.238,250.750,32.704,201,336
62,4.119,225.202,20.997,200,279
63,4.658,245.758,34.454,200,329
64,6.620,242.015,37.321,200,335
65,4.707,243.615,29.033,201,313
66,7.894,241.720,37.417,200,375
67,6.129,230.016,25.457,200,308
68,4.805,224.786,18.057,200,267
69,4.805,253.561,39.763,200,336
70,4.168,244.776,47.857,200,373
71,5.100,238.394,30.005,200,314
72,4.658,242.137,30.326,200,313
73,4.903,238.240,30.884,200,321
74,4.805,213.622,10.137,200,243
75,5.541,237.407,28.598,202,308
76,7.061,240.083,30.395,200,314
77,5.835,257.857,41.594,200,344
78,8.189,266.156,56.569,200,465
79,9.464,243.000,33.012,200,335
80,5.100,222.163,13.870,200,251
81,5.247,250.813,40.650,200,343
82,8.924,241.588,41.750,200,408
83,6.031,253.033,46.431,200,393
84,9.464,226.187,20.534,200,296
85,6.571,252.530,35.800,200,337
86,13.337,273.706,65.920,200,440
87,6.129,237.168,25.428,200,297
88,8.091,255.255,50.018,200,373
89,4.168,246.624,35.565,200,318
90,4.266,226.356,17.442,200,266
91,4.119,240.512,35.966,200,330
92,6.669,259.978,62.992,200,416
93,6.718,238.131,33.213,200,323
94,7.306,256.483,38.775,200,344
95,4.952,228.287,19.847,200,273
96,7.061,214.875,11.432,196,243
97,5.100,239.337,23.366,200,279
98,5.296,217.074,11.255,200,240
99,5.688,227.871,21.242,200,296
100,5.394,248.009,52.509,200,378
101,7.796,243.258,32.566,200,329
102,5.443,229.225,21.151,200,278
103,6.276,247.359,41.512,200,357
104,8.973,251.383,39.935,200,364
105,6.669,269.743,55.135,200,405
106,11.474,279.231,80.530,200,535
107,8.679,252.090,51.401,200,428
108,5.345,234.248,22.749,200,275
109,8.630,232.648,35.644,200,337
110,6.816,251.583,45.010,200,358
111,4.119,240.238,26.532,201,304
112,4.217,300.012,72.943,201,461
113,7.943,243.154,43.185,200,370
114,6.669,232.603,21.898,200,281
115,5.198,232.377,38.045,200,344
116,10.444,246.789,38.423,200,345
117,5.786,231.898,35.962,200,345
118,10.444,222.343,21.546,200,292
119,11.327,261.069,62.586,200,508
120,4.462,256.659,46.084,200,378
121,4.119,228.762,22.808,200,287
122,5.149,235.019,42.292,200,356
123,15.642,240.674,37.172,200,386
124,4.854,248.313,37.813,200,350
125,4.217,239.291,29.276,200,299
126,4.364,236.629,30.521,200,325
127,4.707,218.646,11.702,200,244
128,10.150,219.058,16.225,200,266
129,5.933,249.132,38.356,200,353
130,4.070,241.675,33.416,200,320
131,5.001,252.382,38.240,200,335
132,4.511,238.587,29.462,200,305
133,9.267,227.841,28.885,200,323
134,4.854,249.505,38.976,200,342
135,9.415,259.870,57.350,200,437
136,4.168,232.271,21.274,200,286
137,4.952,253.495,36.821,200,323
138,9.611,207.883,5.646,197,224
139,4.658,221.547,16.224,200,267
140,10.984,243.129,33.577,200,329
141,7.600,238.013,42.382,200,392
142,4.021,228.329,25.096,200,287
143,6.914,232.667,24.501,200,291
144,6.522,232.241,25.562,200,322
