 ,Area,Mean,StdDev,Min,Max
1,7.159,171.644,7.516,162,190
2,4.952,175.099,8.738,162,192
3,4.021,176.951,11.879,162,209
4,4.952,188.307,23.421,162,246
5,4.952,195.842,27.510,162,259
6,5.149,191.067,23.392,162,249
7,4.560,182.914,14.082,162,214
8,5.100,182.327,16.034,162,220
9,4.119,188.881,23.901,162,247
10,5.982,199.607,29.301,162,266
11,5.001,189.902,21.489,162,241
12,4.952,204.634,38.215,162,294
13,10.640,195.240,26.450,162,259
14,4.903,187.360,22.526,162,248
15,4.707,184.542,20.381,162,235
16,4.168,186.259,20.043,162,229
17,5.443,181.189,16.599,162,220
18,4.021,180.939,16.268,162,218
19,6.276,181.969,15.972,162,220
20,13.435,180.361,15.200,162,233
21,4.266,185.885,17.398,162,225
22,11.915,177.704,12.501,159,216
23,4.462,180.055,16.414,161,221
24,5.590,181.991,18.090,162,231
25,5.639,180.896,16.926,162,225
26,5.050,177.107,14.028,162,211
27,7.012,186.713,26.101,162,273
28,4.952,178.950,13.279,162,216
29,5.982,178.607,13.842,162,213
30,5.050,185.058,22.123,162,241
31,5.688,189.302,25.405,162,260
32,10.346,181.336,16.719,162,228
33,4.805,184.092,19.026,162,233
34,5.982,193.672,37.257,157,309
35,8.238,182.315,18.197,162,232
36,5.786,184.364,21.008,162,242
37,8.581,188.086,19.966,162,234
38,5.786,187.712,23.883,162,254
39,5.149,182.552,17.556,161,230
40,4.021,168.329,4.125,162,181
41,7.747,176.184,11.722,162,207
42,5.296,185.296,24.091,162,247
43,11.670,208.412,48.063,162,326
44,6.276,181.516,19.272,158,234
45,6.816,180.885,18.721,162,235
46,5.050,167.961,4.765,162,181
47,10.935,179.641,14.932,162,217
48,12.258,177.172,14.478,156,225
49,9.022,191.016,28.682,162,272
50,5.443,174.640,11.328,162,207
51,5.541,175.460,15.499,162,224
52,7.110,175.041,14.387,162,219
53,24.076,183.621,19.555,162,260
54,5.443,182.883,21.328,159,239
55,4.462,174.967,10.468,161,199
56,8.336,170.729,7.806,162,195
57,5.835,186.277,25.199,162,252
58,6.227,195.189,30.986,162,276
59,8.483,177.121,13.605,162,219
60,5.590,176.246,12.343,162,207
61,14.220,180.448,15.677,162,224
62,4.560,170.075,7.511,162,191
63,10.003,172.118,8.975,160,203
64,4.903,181.850,18.879,162,231
65,7.012,173.441,9.550,161,202
66,5.296,169.852,6.233,162,189
67,5.198,169.679,6.244,162,191
68,11.621,179.177,18.107,160,234
69,7.502,180.725,24.510,159,258
70,6.031,174.520,13.133,157,216
71,9.316,185.863,23.557,162,255
72,8.385,169.743,6.484,159,187
73,14.563,200.714,42.213,162,329
74,6.914,165.986,3.763,156,178
75,7.159,169.692,5.681,162,185
76,11.327,172.788,9.474,157,204
77,6.031,174.081,9.898,162,207
78,6.767,180.913,20.266,162,245
79,19.712,177.445,13.466,158,222
80,5.492,172.634,11.202,162,207
81,6.816,167.288,4.217,162,182
82,9.365,172.702,8.875,152,195
83,5.786,168.127,4.872,162,184
84,12.651,172.981,9.816,159,205
85,28.342,183.642,25.352,162,296
86,11.376,169.539,7.060,154,191
87,5.884,168.117,5.605,157,186
88,6.276,186.453,24.965,162,258
89,4.413,166.411,3.865,162,179
90,5.050,193.777,35.153,162,287
91,11.572,166.936,4.399,158,188
92,8.532,175.080,12.479,162,213
93,11.425,169.571,6.473,157,188
94,5.933,166.273,3.471,157,175
95,6.914,175.411,12.342,162,214
96,6.423,173.466,10.303,162,203
97,11.278,168.478,5.194,159,185
98,12.847,173.008,10.313,151,203
99,16.181,174.279,11.741,152,213
100,4.315,164.875,3.110,154,174
101,26.969,185.040,23.907,162,258
102,5.050,170.243,8.350,162,202
103,5.688,168.991,5.618,162,185
104,5.982,171.934,7.598,162,193
105,8.630,175.460,12.134,162,209
106,5.835,169.479,5.746,161,188
107,13.386,173.941,10.475,162,208
108,14.906,176.470,12.877,162,214
109,12.994,175.268,10.180,162,205
110,9.071,171.578,7.882,162,199
111,5.933,167.826,4.941,157,185
112,11.768,169.812,5.694,161,187
113,11.425,167.742,4.489,162,182
114,9.267,175.349,11.222,156,202
115,5.884,169.575,7.019,159,191
116,10.248,178.273,16.684,162,232
117,12.749,182.023,17.895,161,231
118,6.816,169.878,6.571,162,188
119,5.492,164.277,2.725,154,172
120,9.022,175.179,12.321,162,217
121,5.050,166.738,3.845,161,179
122,6.963,166.423,4.150,155,178
123,5.835,167.218,4.716,160,183
124,8.091,170.964,7.550,162,194
125,5.982,176.574,15.588,162,226
126,5.345,170.266,7.358,162,193
127,6.129,165.840,3.745,157,178
128,11.474,173.863,9.242,162,201
129,6.031,168.911,5.747,162,185
130,6.178,171.325,9.217,162,202
131,4.658,164.537,2.347,159,173
132,10.738,171.840,8.579,158,200
133,20.741,173.546,11.829,160,213
134,10.935,170.987,7.111,162,193
135,5.394,169.191,6.116,162,193
136,6.325,166.636,3.969,162,182
137,4.021,168.439,5.963,162,190
138,12.945,169.011,5.795,162,190
139,10.248,168.742,6.435,156,193
140,5.541,170.522,7.217,162,193
141,10.984,172.594,10.319,150,201
142,4.315,167.455,5.469,162,187
143,10.003,169.412,6.426,162,188
144,19.221,175.497,10.878,162,204
145,6.963,171.275,7.831,162,197
146,9.022,175.049,11.435,162,209
147,11.425,167.953,4.739,162,184
148,10.052,173.590,10.582,162,206
149,26.037,172.782,9.257,162,204
150,4.854,167.505,4.512,162,183
151,5.884,169.925,5.725,162,187
152,13.926,167.299,4.161,158,182
153,5.198,164.830,2.699,156,172
154,4.756,165.165,2.668,161,173
155,8.336,171.318,6.811,162,188
156,6.325,171.589,9.249,162,201
157,4.854,165.616,3.310,162,175
158,7.208,170.415,5.591,162,190
159,12.945,170.061,8.455,160,202
160,10.052,174.434,10.650,162,205
