 ,Area,Mean,StdDev,Min,Max
1,4.609,197.915,12.098,179,226
2,5.394,197.300,13.009,182,234
3,6.178,194.516,11.954,182,225
4,4.364,193.742,9.208,182,219
5,5.835,204.739,17.954,182,251
6,4.266,222.310,31.628,182,291
7,4.217,199.907,13.557,182,232
8,5.149,197.933,10.602,182,222
9,4.266,192.575,7.343,183,210
10,4.021,206.610,20.997,182,264
11,4.707,196.635,10.090,182,221
12,4.413,198.178,9.810,182,219
13,4.070,209.795,25.552,182,281
14,8.581,191.731,8.702,175,220
15,8.875,200.586,13.564,182,236
16,4.511,221.500,25.904,182,266
17,4.560,206.226,15.212,182,238
18,4.658,211.189,22.004,182,258
19,4.462,212.198,22.945,182,264
20,4.609,210.468,23.419,182,262
21,6.276,210.789,23.134,182,271
22,10.395,239.524,70.136,182,468
23,5.149,211.057,19.474,182,250
24,6.423,212.023,22.977,182,280
25,7.747,211.424,20.183,182,253
26,4.707,223.615,39.092,182,327
27,6.080,235.952,35.655,182,302
28,4.266,202.402,15.572,182,238
29,7.551,198.818,11.134,182,220
30,6.620,218.867,27.123,182,293
31,6.276,218.648,34.026,182,315
32,5.050,217.233,21.995,182,262
33,5.100,212.942,32.732,182,308
34,5.100,226.087,37.274,182,324
35,4.070,215.711,27.177,182,275
36,6.865,213.550,27.181,183,293
37,4.707,222.323,34.026,183,307
38,7.110,210.014,19.591,182,255
39,10.248,243.545,61.967,182,467
40,5.149,236.019,42.965,182,328
41,5.394,252.700,56.910,182,367
42,7.061,192.292,8.261,182,218
43,9.218,222.404,35.678,182,332
44,4.854,219.586,31.000,182,301
45,6.031,220.634,33.825,182,306
46,4.266,239.529,47.344,183,352
47,4.070,203.614,16.149,182,243
48,6.571,209.366,24.405,182,283
49,6.129,233.704,39.411,182,322
50,4.609,213.745,28.737,182,294
51,4.462,207.846,23.639,182,274
52,5.835,202.521,16.785,182,247
53,4.266,207.276,20.216,182,252
54,5.688,225.888,53.798,182,388
55,6.767,214.304,26.925,182,286
56,8.826,203.572,12.490,182,240
57,5.247,207.701,20.251,182,253
58,4.119,191.952,6.775,182,208
59,7.894,212.801,32.043,182,309
60,4.070,228.530,38.025,182,316
61,7.257,200.993,12.699,182,236
62,4.070,219.880,26.937,182,275
63,7.453,194.487,9.795,176,220
64,4.462,219.989,29.491,182,285
65,4.952,232.604,51.406,182,362
66,5.590,211.544,34.473,182,336
67,5.639,195.930,10.261,182,222
68,4.021,201.305,15.694,182,242
69,4.560,200.613,14.046,182,236
70,6.080,203.653,17.161,182,256
