 ,Area,Mean,StdDev,Min,Max
1,8.483,224.595,20.398,198,276
2,4.854,232.040,26.479,198,300
3,4.609,216.479,11.734,198,242
4,4.315,218.386,14.053,198,256
5,4.462,222.121,16.073,199,257
6,4.805,212.959,10.342,198,237
7,4.560,220.333,15.705,198,251
8,5.541,225.513,17.844,199,262
9,4.364,228.180,25.563,199,294
10,4.805,240.255,30.851,198,302
11,10.346,215.384,11.794,198,259
12,4.952,230.109,20.948,198,276
13,4.021,214.341,10.694,198,240
14,5.100,225.269,19.524,198,275
15,4.707,252.240,40.713,199,348
16,4.903,223.710,18.556,198,270
17,5.492,225.554,20.602,198,282
18,8.875,225.514,20.441,198,280
19,5.786,236.424,32.727,198,330
20,6.374,223.315,26.135,198,293
21,5.345,212.394,9.420,198,236
22,8.875,227.619,25.105,198,318
23,4.854,233.242,34.466,198,342
24,4.609,216.596,14.087,192,248
25,5.786,232.347,24.060,198,286
26,6.031,220.236,16.419,198,263
27,4.560,226.527,29.099,198,300
28,4.952,221.178,16.820,198,265
29,4.658,243.547,35.677,198,320
30,4.609,211.766,9.866,198,234
31,4.511,241.641,37.830,198,340
32,5.492,247.464,36.167,198,342
33,5.492,233.232,27.869,198,302
34,5.933,227.628,17.159,198,264
35,4.609,226.415,24.795,198,301
36,4.413,221.767,18.964,198,264
37,5.247,246.710,40.887,198,339
38,4.364,227.989,21.946,198,292
39,8.336,267.165,57.578,198,434
40,5.149,254.086,68.062,198,453
41,7.894,230.410,25.335,199,305
42,7.061,235.847,29.674,198,315
43,6.227,218.528,12.864,198,254
44,4.413,227.078,21.454,198,280
45,5.590,230.202,31.036,198,320
46,4.364,241.730,36.579,198,326
47,4.560,252.118,45.759,198,363
48,4.609,216.181,14.821,198,255
49,4.070,237.807,39.689,198,345
50,7.355,234.347,25.439,198,300
51,5.050,242.544,34.602,198,331
52,5.639,252.339,41.469,198,344
53,5.001,230.775,25.370,198,297
54,4.266,253.322,37.081,198,327
55,4.805,235.306,28.780,198,302
56,4.854,239.960,35.314,198,324
57,4.658,235.053,25.686,198,297
58,6.718,242.759,36.303,198,335
59,5.933,227.364,25.019,198,301
60,12.945,263.405,67.335,198,486
61,8.875,237.569,30.608,198,330
62,5.100,237.490,28.094,198,316
63,5.198,239.877,40.195,198,355
64,4.658,254.516,36.700,199,327
65,4.364,249.157,39.148,199,347
66,4.266,224.471,23.185,198,294
67,4.903,225.920,17.208,198,268
68,4.805,223.735,25.234,198,287
69,4.462,230.319,22.654,198,278
70,7.012,257.580,48.501,198,366
71,6.423,236.153,30.080,198,319
72,6.816,284.935,73.117,198,451
73,6.325,246.806,31.977,198,324
74,7.600,228.839,24.429,198,287
75,4.266,252.736,41.580,198,346
76,4.854,234.051,34.208,198,312
77,6.718,254.453,42.753,198,387
78,5.198,249.113,49.277,198,369
79,6.522,231.714,30.157,198,321
80,5.639,249.078,36.675,198,327
81,5.198,255.094,41.647,199,353
82,6.325,248.000,34.938,199,321
83,5.149,240.610,27.616,198,300
84,4.070,217.193,14.766,198,250
85,7.894,254.559,46.338,198,381
86,4.070,260.024,53.241,198,386
87,5.345,234.991,29.813,198,315
88,8.042,245.805,42.719,198,382
89,4.315,236.102,32.069,198,310
90,4.266,207.460,6.548,198,227
91,6.080,235.048,27.184,198,303
92,4.903,225.840,17.814,198,261
93,7.404,237.219,27.621,198,299
94,4.119,225.821,22.828,198,284
95,5.590,233.640,28.756,198,310
96,5.737,256.282,45.393,198,352
97,6.031,224.821,21.824,198,282
98,6.522,250.038,42.748,196,366
99,6.276,226.156,17.308,198,268
100,7.698,235.459,25.973,198,303
101,10.444,286.362,86.928,198,566
102,5.688,245.388,32.553,200,319
103,4.364,251.169,40.046,199,349
104,7.404,225.974,21.218,198,277
105,4.462,228.154,19.089,198,262
106,4.119,232.643,23.917,198,288
107,8.483,232.445,24.608,198,292
108,5.933,223.364,15.670,198,258
109,5.492,252.000,36.818,198,322
110,5.688,256.483,45.344,198,348
111,4.315,293.330,71.045,198,453
112,4.707,242.604,42.099,198,346
113,5.100,250.673,40.452,198,371
114,6.080,241.815,31.223,198,312
115,5.149,230.610,26.343,198,296
116,4.266,246.437,49.465,198,385
117,6.767,286.442,93.399,198,563
118,4.854,233.980,40.112,198,353
119,4.511,213.543,13.073,193,244
120,4.952,229.208,27.436,194,305
121,8.875,253.348,52.311,198,404
122,4.070,251.229,44.423,198,361
123,4.854,249.040,36.517,198,339
124,4.364,236.157,29.077,198,295
125,15.446,259.613,42.924,198,376
126,5.296,238.269,28.900,198,299
127,23.389,212.086,10.107,198,242
128,7.061,230.139,23.489,199,284
129,4.511,228.478,23.715,198,283
130,7.257,255.324,47.685,198,386
131,6.423,239.458,27.874,198,292
132,6.325,233.209,27.461,198,310
133,7.993,226.399,21.361,198,283
134,4.021,221.183,20.408,198,267
135,4.070,237.843,28.822,198,298
136,6.963,268.915,69.666,198,435
137,6.571,213.403,16.429,198,265
138,5.443,241.955,28.783,198,296
139,7.894,235.422,37.542,198,364
140,4.511,219.707,17.229,198,258
141,8.924,220.868,15.024,198,259
142,6.718,231.270,20.750,198,279
143,5.688,226.629,21.392,198,275
144,7.257,234.831,29.057,198,317
145,6.178,229.175,24.241,198,297
146,22.310,243.943,38.066,198,384
147,9.611,224.673,21.272,198,277
148,9.562,240.790,38.283,198,381
149,4.070,222.084,18.757,196,263
150,5.737,235.214,30.176,198,304
151,6.227,251.071,37.135,196,327
152,6.571,246.090,39.602,198,344
153,5.050,233.388,26.929,198,310
154,5.639,221.591,15.245,198,264
155,10.150,273.169,53.226,198,409
156,11.768,263.950,52.024,198,388
157,5.198,227.991,29.702,198,311
158,5.688,231.733,23.159,198,283
159,6.914,233.851,26.054,198,297
160,5.050,253.456,48.840,198,413
161,8.483,209.231,9.159,198,239
162,5.345,222.734,17.796,198,263
163,5.149,224.067,22.684,198,286
164,7.159,246.514,42.944,198,371
165,7.747,231.038,33.947,198,347
166,8.091,223.770,22.855,198,302
167,6.865,228.007,18.233,198,275
168,4.266,230.184,25.414,198,294
169,4.854,247.949,39.021,198,337
170,11.915,228.152,25.407,198,324
171,5.492,244.786,38.682,198,335
172,6.423,245.176,55.286,198,417
173,4.511,230.739,35.084,198,335
174,4.903,271.410,77.415,198,475
175,4.609,227.128,19.504,198,267
176,4.511,249.902,39.229,198,329
177,4.413,226.022,21.487,198,274
178,4.805,216.480,16.246,195,256
179,5.198,286.321,102.084,198,564
180,7.012,230.636,23.943,198,285
181,10.935,228.731,23.786,198,312
182,4.462,260.429,42.075,198,338
183,4.021,227.305,19.109,199,269
184,5.443,248.414,34.632,198,329
185,6.178,238.500,37.024,199,340
186,6.080,251.121,38.164,198,336
187,6.718,219.854,15.141,198,267
188,5.149,211.438,9.665,194,234
