FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
43354,1244,507,0,436,258,89931,2942,444,0,253,328,49,1646
35374,2096,365,327,322,131,78371,4047,368,208,248,222,49,1647
18324,750,635,0,348,92,49893,3009,541,0,460,236,36,1648
7309,5478,326,140,240,371,16475,11086,225,140,214,240,34,1649
31584,1214,306,281,363,194,69620,2864,407,123,187,143,45,1650
18834,1122,390,122,808,219,61959,3783,242,0,529,236,25,1650
117702,5310,0,96,219,198,227373,9901,106,130,188,217,60,1653
52672,1191,788,167,417,85,115631,3756,802,101,284,162,44,1654
38848,1725,393,93,547,67,89106,4541,513,74,347,137,34,1654
24056,1202,479,415,244,232,57943,2671,429,236,172,252,36,1655
21094,2315,715,225,6,228,48786,5104,802,207,62,225,37,1655
6129,4176,257,250,196,0,13430,8814,288,132,202,115,41,1655
16265,6902,257,288,162,350,41247,9620,304,195,62,351,44,1656
21526,3305,498,48,807,229,42535,4315,392,123,585,290,39,1659
71108,4012,733,28,304,314,135806,5393,575,101,275,398,53,1660
86010,1889,168,131,18,0,168137,3091,434,142,149,51,65,1662
47971,2697,545,173,204,349,119359,6571,334,126,96,325,34,1664
78062,2039,547,383,460,180,156082,3859,545,235,343,114,43,1666
38130,845,538,0,271,4,80782,2143,502,0,473,275,51,1667
33343,1494,381,305,265,526,67936,3104,546,164,242,309,37,1668
28358,1430,285,311,376,110,68993,3129,298,244,308,91,35,1670
10530,2355,242,37,364,0,29536,5732,478,35,220,283,39,1670
36335,1231,1179,285,582,355,59907,2664,841,147,263,373,45,1673
9292,2456,112,139,91,186,23486,5863,311,161,123,160,27,1675
34201,484,579,78,249,0,78375,1983,576,114,580,42,64,1676
121827,58578,1403,527,999,573,66981,24728,419,305,327,376,142,1676
10136,2412,90,98,24,179,24077,5753,179,85,0,119,34,1679
32331,19673,186,323,508,268,75926,35646,268,185,559,228,39,1679
53023,466,576,332,186,204,107519,3921,532,170,210,228,58,1679
52060,3024,643,536,153,0,91121,4367,529,245,367,188,81,1680
41963,2946,0,190,57,298,86923,6482,255,159,0,374,39,1681
59213,5277,381,222,462,332,80794,5311,472,190,537,416,103,1684
19744,7104,722,202,231,279,53894,13472,458,92,252,254,32,1684
9857,3090,144,80,85,229,22511,6373,94,0,0,167,34,1685
27641,2051,121,294,622,416,58943,2691,303,155,413,329,42,1685
108599,29481,853,489,0,452,148258,43328,476,217,163,399,62,1690
38772,2031,0,343,493,326,61375,3116,244,212,139,453,54,1690
13263,6921,0,194,526,0,24969,9348,162,169,404,80,47,1690
59629,5302,836,270,0,329,113831,4809,582,136,171,333,69,1691
28392,1368,104,210,646,258,50460,2711,399,99,388,191,49,1691
39113,1809,619,329,325,0,74662,3254,608,211,78,45,42,1692
22968,1068,443,173,84,407,55185,2920,374,76,0,370,30,1696
5169,11503,87,55,534,180,13903,22778,159,99,266,355,34,1698
20825,2248,776,362,240,616,41267,4123,771,202,530,462,51,1698
11768,4978,215,98,280,0,18590,8107,298,134,206,173,46,1698
64488,4283,0,9,166,492,128838,8192,86,36,229,335,51,1701
39322,3319,1453,223,246,459,45888,4133,1075,209,172,481,68,1704
22938,1292,452,306,483,85,51694,3151,475,217,316,218,30,1705
92807,636,912,314,493,564,218940,3144,650,143,192,505,61,1707
7734985,1216190,16889,3415,9049,1098,579959,84399,797,304,644,341,1001,2030
6780,3969,227,0,132,129,18104,8066,243,0,0,83,31,2033
5250,2821,0,238,261,144,18704,6856,119,104,158,36,24,2036
4468,2201,266,160,387,116,14640,6119,342,95,129,120,21,2037
11464,3353,162,420,454,183,31615,6642,107,201,409,186,37,2037
15074,19429,72,249,417,255,30078,37378,70,99,484,184,49,2041
23988,12696,239,0,624,159,17114,9479,249,45,439,156,103,2045
12515,4156,229,288,363,222,17367,6326,139,152,209,95,44,2047
123350,289706,1879,690,1044,283,80351,175135,834,287,472,288,122,2049
13145,1701,433,187,342,2,39774,4554,302,88,153,33,27,2050
17827,832,502,258,396,120,58493,2003,523,154,145,53,25,2050
70401,5669,70,285,189,0,127563,6968,295,182,224,290,90,2054
7573,3780,303,172,274,164,16595,6385,240,54,159,202,27,2060
6958,1932,351,234,297,0,24342,5927,442,187,119,195,29,2061
29368,27690,425,231,426,94,78603,55774,443,117,369,90,38,2061
6392,3039,68,142,253,179,17804,5804,111,121,76,171,25,2062
29430,1202,442,0,475,171,80189,3035,403,0,421,272,40,2062
29624,3082,427,98,907,159,57842,3934,424,45,793,181,45,2064
21946,3760,659,314,382,205,68195,8787,718,222,325,351,24,2064
5263,2447,0,166,331,119,18146,6221,16,101,149,128,24,2065
16424,1783,107,219,276,456,40775,4150,164,136,81,256,28,2069
21511,2848,554,311,261,0,30310,5600,405,155,203,174,59,2069
33156,4240,447,408,466,320,90295,7283,402,174,279,172,47,2069
8007,3637,0,246,69,195,18025,6516,7,216,89,282,27,2069
33748,3095,243,123,240,244,85055,7000,468,130,151,144,33,2073
16761,1137,56,167,402,144,46197,3809,216,131,300,146,29,2074
52048,2155,938,415,355,791,111987,3296,647,162,296,492,76,2075
98830,5672,0,167,0,246,206208,9298,265,177,101,277,65,2076
31603,951,273,90,474,37,74901,1886,352,161,384,165,56,2076
32436,2065,141,0,564,235,49142,3269,348,83,414,299,55,2078
29002,1018,836,406,553,377,77053,3597,962,281,738,508,33,2084
27608,2383,616,308,357,297,83073,3584,453,117,229,303,46,2087
2594,8775,153,324,582,0,9242,23931,197,226,542,0,20,2093
