FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
19354,6289,0,143,372,653,27001,5568,62,125,209,617,71,284
91857,18322,63,340,324,0,175963,26966,304,177,284,107,69,284
42652,3274,8526,225,312,0,76670,4938,7379,250,284,82,60,288
15857,1026,366,356,418,0,47391,2857,382,300,477,97,31,290
59483,6209,159,309,426,167,132993,10794,207,234,195,231,49,291
37707,8350,38,462,315,0,75830,13463,410,274,125,118,38,292
49580,11285,0,0,939,689,39972,5859,190,65,526,582,113,296
10303,1079,0,142,379,29,39880,4319,0,102,269,144,20,296
16100,1347,242,250,519,170,45948,3681,479,142,508,172,26,298
88401,2163,10682,674,444,100,214344,5433,11227,715,315,466,35,302
9609,1788,211,116,696,100,24543,5340,352,61,538,215,27,302
14759,1448,112,249,300,22,42605,4756,207,154,246,0,42,303
21792,4865,266,80,223,0,44571,8207,338,0,115,215,46,305
18397,3031,331,232,295,385,54776,5022,446,154,298,490,33,307
19199,1340,263,0,276,285,49637,3346,388,0,295,296,47,307
12043,1146,502,140,183,23,49366,3790,561,118,0,84,26,309
14479,1377,0,169,594,0,44019,3429,88,163,478,86,51,311
53250,4017,462,231,553,173,117428,6642,414,95,447,161,37,314
17754,2181,388,204,10,114,42087,3885,539,170,56,594,43,315
31091,3132,10077,627,915,0,59009,3204,8747,434,435,85,53,317
14973,2505,0,105,370,23,26487,5598,0,98,263,77,52,317
5956,2283,314,223,262,159,21132,7283,498,124,71,130,21,324
7365,2379,220,86,381,394,19905,5806,588,98,192,361,30,325
29210,3889,345,343,277,204,30369,5130,763,174,412,295,112,326
4353,2793,357,181,267,167,12759,6484,361,124,336,142,25,327
38448,2633,1638,0,856,31,52413,2295,964,242,864,506,109,327
20940,3942,341,55,525,511,26331,7201,447,122,319,442,59,330
22687,3295,196,273,589,331,26893,5404,342,124,548,462,82,331
16794,4865,343,154,421,0,40129,8327,220,122,499,60,34,332
23136,3220,612,262,645,10,77661,6676,791,135,416,138,34,334
6197,1329,54,229,331,132,25032,5306,210,162,165,79,19,335
20913,1546,7728,603,643,146,42869,3972,6642,494,476,106,36,336
868454,54227,307,332,502,98,1421871,74639,295,230,434,322,98,337
11204,3262,0,55,618,0,19914,5611,248,148,258,190,59,715
7353117,1091846,15410,3223,2069,1132,548806,76308,777,264,438,367,1001,719
18682,1465,240,4,279,170,47272,3847,127,26,86,81,43,719
11928,3468,3316,300,244,191,19901,5629,4059,221,158,137,45,731
23159,4699,363,12,453,20,54415,6807,144,39,180,192,55,732
7925,2689,557,129,102,203,27579,6672,542,84,0,241,21,739
35285,1576,5812,639,379,0,82218,2931,6238,461,327,160,46,739
14157,4520,4518,439,349,125,38594,9721,5587,370,226,16,26,741
15572,2301,0,170,171,29,48071,3941,69,139,203,455,39,741
5515,2250,113,30,349,138,17242,7389,71,0,97,141,21,742
24244,1164,5593,406,340,408,48610,3552,6426,380,154,352,63,747
16015,1084,5114,420,372,182,65771,2724,7571,423,135,221,20,747
162932,11699,409,745,355,29,361766,18349,409,341,141,156,60,754
19511,1865,119,66,231,108,48674,4612,308,41,288,164,42,756
17666,2793,0,137,0,328,38760,5414,205,153,0,288,48,762
6739,2529,283,123,388,117,27145,9549,274,35,239,179,21,764
38324,439,7756,581,586,80,113281,1967,8654,541,491,164,30,766
42445,7953,146,406,238,0,40118,5438,537,175,324,451,102,777
17142,2023,75,0,174,156,42057,4153,103,0,244,218,43,780
8379,3600,14,45,634,235,22361,7065,163,105,412,203,28,781
49292,5922,297,68,114,270,91450,7008,296,42,290,319,69,781
9976,1436,167,69,54,208,32535,5360,257,0,0,236,20,783
25024,6248,365,250,0,158,69059,14231,266,200,0,152,26,785
49716,1860,7902,631,526,291,121454,2815,7998,516,304,342,46,787
12168,2094,709,0,330,270,45418,5502,564,0,171,194,32,788
21595,2622,9234,686,360,183,39306,4745,8779,510,334,159,45,791
3921,1813,87,145,208,53,23376,6950,24,0,0,0,12,794
20927,4172,91,143,390,91,34422,7281,290,91,351,267,51,795
14258,4553,0,234,427,140,16978,5857,332,235,165,325,75,797
33647,8912,595,201,0,316,57803,11188,362,147,0,427,63,800
8832,2110,47,244,448,125,23190,7784,314,135,279,129,29,801
20520,6129,28,308,889,223,43639,10427,93,240,487,531,51,804
3698,1820,156,194,619,85,21299,6408,62,95,676,0,13,806
107573,7342,1718,728,976,770,211512,12736,1576,427,753,474,65,808
21284,2546,260,184,523,0,48042,4842,539,179,450,272,56,812
11179,3032,368,133,433,204,25708,6494,319,136,203,347,39,813
56349,6591,10907,853,606,0,109216,8336,11039,712,721,200,58,819
17732,3855,122,217,487,0,40253,6991,272,88,385,24,35,823
9536,2041,260,111,213,79,22870,5406,202,87,42,84,33,825
27517,2830,10081,610,352,494,48446,5021,9154,495,265,272,52,826
19681,5266,0,0,318,117,36687,8499,77,101,178,178,56,830
5991,1236,180,202,316,211,31969,5376,94,156,126,283,15,834
248073,11991,72,0,468,0,461365,15250,375,0,428,421,84,835
7557,1039,116,154,232,44,40459,4492,169,43,0,0,14,835
4461,1600,31,155,202,301,25542,6310,0,56,109,323,13,836
12561,1273,45,131,195,0,46499,3485,103,70,111,145,26,836
156062,29241,654,0,1070,1253,74986,10648,519,88,511,570,166,841
26940,1674,8638,767,0,141,64734,3284,8613,494,135,258,35,843
24944,3393,73,0,888,341,40512,4705,330,85,592,298,48,847
27251,4134,0,154,316,16,55887,7169,157,126,348,92,36,848
46405,2676,7876,716,255,0,91950,4034,7954,551,214,298,60,852
16861,2500,0,0,538,150,42919,5210,22,0,259,220,28,855
220029,13085,190,250,279,198,402987,19992,405,187,499,240,79,855
7862,1449,56,161,309,62,17723,5850,218,102,135,261,26,856
70980,5539,573,21,27,191,157899,9105,479,137,58,258,48,857
11581,2808,90,402,264,0,35674,5047,306,252,266,158,35,858
5451,3433,285,34,409,0,17328,6351,250,7,165,0,25,859
8625,1321,0,302,337,143,30900,5399,43,199,157,97,22,861
27234,1356,18675,1139,571,91,69509,3617,17872,1002,257,206,33,863
29342,3792,115,473,235,307,41164,4519,544,220,256,215,63,863
8708,3557,372,196,379,0,27561,9908,538,171,218,0,20,863
219427,10998,307,243,376,244,425173,18594,333,155,436,331,80,864
15154,2947,0,0,361,234,42425,6175,49,0,410,247,36,867
2508,960,73,95,315,149,9495,7110,363,0,263,177,19,867
28961,2780,223,281,349,191,81153,5721,181,221,199,202,36,869
15965,1613,487,208,118,253,42504,5441,342,113,119,174,46,869
11077,824,59,120,372,285,50164,2673,89,62,212,246,19,873
5745,1682,229,49,295,137,17657,5840,192,108,75,160,30,873
13675,3010,32,0,211,85,33947,5231,556,0,215,45,30,874
17689,1578,205,96,231,98,47420,3105,393,57,192,254,36,874
14668,2559,0,264,172,117,41500,5452,136,153,100,222,35,875
7079,1037,204,179,400,297,44032,4036,215,88,434,302,12,878
60747,10780,1731,411,907,347,159820,18912,1617,366,925,388,40,880
11040,437,238,136,375,88,55234,2331,320,165,194,83,17,881
28548,5956,807,491,447,292,28653,5253,518,198,364,376,82,882
15077,3988,783,45,324,191,25593,5490,532,75,412,202,66,886
7587,578,348,139,384,140,42160,3788,396,1,419,3,14,887
320183,19033,20,272,0,0,587345,25909,254,125,319,102,67,889
4959,3380,220,137,61,70,17350,8295,216,35,0,130,24,891
24070,1202,4086,433,370,0,48750,3329,4061,228,209,80,33,895
7837890,1166825,8573,4723,8359,0,584588,82918,577,328,671,374,1001,1201
2374,2715,666,305,453,7,8905,7788,821,251,318,0,19,1204
14452,2376,314,479,781,238,40705,5066,165,317,430,287,36,1205
18856,2232,413,353,556,211,42672,4343,275,231,294,209,55,1206
133705,21530,909,444,72,531,28826,14118,376,148,285,296,349,1214
166599,10021,0,0,0,410,38605,4772,250,135,334,291,360,1217
118456,8551,0,0,0,0,45664,3258,238,77,222,261,291,1217
34294,2782,26,84,0,500,72267,4744,443,52,45,427,54,1220
16074,11601,6821,365,267,219,40444,24048,8384,300,146,247,28,1220
13351,2023,0,164,18,264,44508,4012,127,104,143,211,42,1224
5942,3298,201,350,142,250,14951,8601,287,235,26,296,30,1225
13698,3701,68,0,414,153,19979,6107,320,9,500,195,55,1226
13931,2410,258,287,48,189,32389,5412,473,200,36,216,56,1227
219701,62509,6248,1714,3637,1350,390933,71553,4101,1252,2514,1376,99,1234
16401,5120,165,261,94,61,27731,5883,240,172,39,136,52,1239
126556,27583,1110,238,0,0,81251,12437,396,230,185,206,149,1239
21537,2189,489,77,174,91,46781,4903,357,74,0,49,40,1241
39493,2537,8390,590,126,352,113763,4399,9121,349,87,496,57,1242
37167,2487,8779,574,442,46,93450,5403,10100,550,264,159,60,1243
3236,19610,211,86,358,92,7962,51902,243,19,259,20,21,1245
21117,2965,242,344,505,285,63471,6573,243,189,267,402,39,1249
14714,1712,7669,739,399,279,50924,3395,9073,609,246,236,31,1253
12836,1869,187,157,352,155,41841,4364,417,112,342,317,43,1259
5789,1656,79,129,123,283,21498,5473,6,10,0,344,17,1260
6967,641,133,173,237,249,46551,3387,20,95,114,275,12,1264
38527,1480,5319,680,48,547,79526,2498,5665,362,322,541,67,1265
22225,2663,680,344,682,189,58523,4886,698,221,671,239,31,1266
13304,2445,502,343,735,214,46176,5049,478,246,500,232,28,1269
19840,1823,3073,284,232,67,62574,5583,3209,223,26,38,25,1271
7010,4405,246,321,102,267,21780,9047,326,246,84,238,27,1274
3541,2221,283,0,211,162,9864,6119,294,0,67,117,24,1277
13239,2335,647,74,3,311,46726,5200,516,108,95,193,35,1280
6610,1246,62,111,274,223,38335,4886,18,34,356,164,14,1281
11653,5903,446,241,0,314,32402,11938,428,113,0,309,31,1282
18083,1963,0,317,444,440,41598,3935,49,191,351,406,38,1286
103929,6314,239,157,112,108,223633,10226,387,95,510,194,59,1290
40218,9744,6671,326,390,217,71419,14298,6986,237,282,327,53,1293
16797,1408,19636,967,388,194,51034,3415,23049,1053,328,282,23,1293
55668,7521,1209,532,898,294,104352,10773,1500,468,447,554,61,1296
26089,2261,181,136,345,214,74415,5770,163,33,168,257,25,1298
10746,803,0,128,411,141,48782,3164,0,55,254,162,20,1300
27733,785,0,146,250,144,70508,2404,67,88,39,152,29,1302
7446,9276,340,234,330,0,24272,21967,340,277,258,116,20,1307
5099,1029,440,213,423,155,27381,6209,492,142,324,319,14,1307
6751,2843,156,199,313,41,20238,9348,186,130,139,111,23,1313
21015,902,8501,498,480,94,59788,2634,9070,419,257,76,30,1314
46935,2226,6997,893,267,105,109668,4008,5785,498,235,282,78,1315
138974,8440,345,0,673,265,272831,12334,521,75,764,331,75,1315
375236,29159,1165,84,499,288,662636,39202,781,128,447,314,108,1315
11194,1672,65,213,193,171,43333,4406,332,83,42,187,29,1316
24377,1186,10490,451,33,0,57400,2129,9517,463,253,253,36,1320
17621,2266,323,238,481,62,54284,4521,476,179,387,418,26,1320
40919,2410,5199,556,279,79,80627,4173,5517,307,337,209,47,1322
106938,9409,471,459,0,0,202449,11390,509,213,111,129,84,1326
29516,15732,5942,594,540,0,68018,26079,5753,398,488,46,48,1328
62147,2843,11907,612,202,222,116144,4666,11409,593,105,407,56,1339
24403,6113,0,111,627,280,42334,9329,223,59,279,290,51,1340
21278,2108,88,173,42,197,56101,5932,127,124,0,141,26,1341
26564,3853,0,0,928,0,67748,6031,96,66,404,46,45,1344
3835,4302,335,205,208,274,7836,7799,203,247,160,238,30,1345
29487,3568,119,362,478,171,70115,4392,255,173,220,325,63,1350
7574,1953,130,151,220,228,18292,5753,208,78,76,307,35,1350
6942,4474,424,21,601,262,23542,10488,512,0,426,128,22,1351
22786,5571,254,467,310,0,36972,8520,302,240,441,374,59,1355
30306,2575,4176,415,252,207,75994,6321,4167,377,160,272,51,1361
11994,1788,329,244,306,141,32744,5288,267,145,276,242,31,1364
8560,2679,110,196,141,83,29608,6016,174,128,3,39,27,1366
4333,2798,97,143,321,365,14696,9999,111,23,237,448,21,1369
9002,7176,903,237,613,320,17217,11585,657,194,319,402,37,1369
19602,4104,292,89,616,64,36065,5684,328,108,363,281,65,1369
21239,875,6493,465,517,0,53508,3226,6266,346,410,54,30,1370
3916,2909,121,90,276,132,12032,6826,147,0,251,92,23,1372
3861,2439,229,185,343,55,15342,6908,388,97,101,166,18,1372
6623,2521,359,240,259,180,21547,5773,339,147,131,92,20,1372
18452,3940,212,226,768,74,28854,6687,255,161,523,101,50,1374
4888,5035,171,247,541,223,20289,13750,89,116,418,163,19,1375
2071,2027,99,185,75,122,11162,7047,264,102,0,36,14,1377
7848939,1162336,10336,7162,5120,137,594077,82054,588,379,558,388,1001,1700
22916,3942,224,104,312,235,54898,7467,188,91,122,146,39,1704
3836,2092,303,34,331,231,12988,5903,239,0,124,238,21,1704
44947,1100,6540,782,667,267,133895,2007,7844,582,313,195,52,1724
2406,1395,56,148,345,164,13792,6269,0,37,165,52,12,1725
21156,9463,526,167,1071,210,58210,20632,443,57,1035,380,30,1725
27359,13503,266,305,723,280,51275,21591,404,186,441,250,72,1738
19671,1446,82,250,303,152,52199,4368,331,144,150,228,28,1740
15691,2490,467,0,640,303,36104,5589,404,0,545,189,28,1741
3524,3132,97,190,355,2,13697,9116,17,88,127,33,17,1741
7063,3180,94,58,193,152,18095,6278,176,8,85,224,30,1742
3487,1327,214,161,342,117,18151,5692,123,60,104,94,14,1743
36016,2556,9415,798,267,0,91561,2763,10027,714,185,86,53,1745
17518,2396,196,244,678,247,35405,5433,127,167,716,230,30,1746
127585,5924,5,235,523,386,269844,10701,194,173,202,315,54,1751
31869,13036,1546,349,1037,153,85618,23454,1321,473,622,289,41,1751
26708,3371,641,270,604,444,68557,7160,871,197,616,306,37,1752
32711,1802,3523,285,79,67,83935,2790,3840,222,44,245,40,1752
191745,33212,337,0,937,198,87446,11964,573,103,507,295,182,1760
24322,1449,11211,1156,609,120,64008,3224,11115,807,271,273,39,1762
164056,6458,745,648,411,717,363811,11836,574,262,377,769,71,1766
131509,628,15388,935,0,0,263566,2411,16882,867,24,109,60,1768
9906,3536,12259,684,579,225,26047,7622,14424,701,470,161,29,1772
33994,4628,1162,397,444,329,51009,5300,803,245,570,404,62,1788
23713,1323,6369,755,768,0,58313,2534,6270,420,1019,96,40,1793
12784,1971,240,194,123,334,43952,4084,473,184,79,341,29,1795
6652,1141,344,107,40,5,16797,5792,203,65,150,1,37,1802
1217638,89034,1672,518,837,323,486115,27924,524,173,691,485,299,1803
7945,2264,0,237,283,173,27702,5565,6,193,177,255,22,1804
37517,3027,309,0,432,364,81791,5966,517,48,373,427,53,1805
21070,578,8671,542,490,52,56085,2126,8976,354,297,0,27,1809
19902,3879,7296,793,256,403,23233,7118,7937,556,200,350,71,1810
64208,5042,187,1,0,0,142832,9473,233,10,129,73,57,1811
12003,3707,449,323,372,140,29368,7295,309,201,299,194,35,1813
3113,1347,0,163,496,119,11273,6852,0,60,302,50,19,1817
3587,1789,439,193,408,346,14718,5753,428,84,326,303,19,1818
155093,7297,690,43,60,446,321171,12068,336,66,157,424,65,1819
7008,1010,212,21,169,150,28538,5236,236,0,0,76,18,1822
18880,3372,255,0,130,0,27911,5262,205,43,226,188,73,1822
8615,4432,0,120,405,82,18668,8474,201,175,190,136,42,1823
39448,2736,4963,581,148,285,103739,4751,5320,431,336,434,40,1824
44231,9242,371,0,112,14,32172,6068,329,17,436,325,92,1828
15898,3460,168,308,369,0,23167,6198,166,176,431,120,44,1828
7236,671,127,151,210,155,43502,4343,36,42,0,114,12,1829
6824,3181,314,45,186,0,18634,6347,367,0,85,153,28,1833
7108,4283,338,255,612,571,22001,9510,542,212,524,766,28,1834
12772,2599,236,291,202,0,37223,5557,256,241,173,0,26,1841
168253,10215,238,0,108,102,288965,15240,525,149,407,495,147,1841
5355,2133,0,246,310,0,19470,5748,0,155,287,0,19,1841
31311,4464,8548,580,184,332,50466,4356,6326,511,433,290,80,1841
13537,2206,100,185,343,216,25962,5634,228,79,498,229,49,1842
56499,2046,7046,408,769,500,116225,2825,6521,344,667,328,60,1843
50257,23297,918,385,1085,355,109624,39250,1039,315,691,469,39,1844
33255,283,6036,615,27,271,78847,986,5552,407,0,347,36,1846
19165,4910,199,356,399,304,57436,10064,421,251,361,223,27,1849
22234,2667,656,294,277,41,45554,3779,277,174,191,137,55,1850
3741,7845,57,129,295,111,13774,20222,95,23,122,51,20,1851
59669,3839,0,0,0,395,134425,6843,158,0,0,377,50,1852
6526,3071,175,136,330,165,22739,8103,85,127,255,175,18,1860
10986,6652,377,231,523,2,23272,11901,401,244,413,231,30,1861
9307,2344,204,89,438,31,32413,7128,222,0,284,5,21,1861
4237,3308,202,84,193,340,20093,10183,239,0,0,377,15,1865
24237,1485,24598,1745,462,167,59517,2929,23848,1433,264,343,46,1865
31286,6771,13478,1168,178,68,64044,10442,10711,779,65,321,39,1866
347606,18467,666,120,0,471,639118,26411,798,100,269,296,87,1867
9537,1571,233,87,355,214,30974,5262,232,87,345,196,27,1868
24106,3194,79,133,508,92,30938,5267,393,154,366,153,63,1868
23365,6100,696,33,355,114,24387,6347,505,125,251,208,67,1870
7327,1401,372,7,268,0,26743,5617,359,0,108,0,20,1870
9921,2881,242,259,202,397,24876,5495,439,147,156,230,34,1871
2481,6086,288,247,102,208,15087,23636,294,214,0,203,12,1877
8564,3648,56,223,303,262,18152,9123,130,102,115,197,28,2776
7408359,1100985,11532,6133,6493,0,534189,73886,521,388,652,345,1001,2780
35755,2437,156,28,204,338,88378,4716,172,67,51,304,53,2784
20148,3930,521,169,855,626,51003,7123,639,101,498,411,47,2785
782,1679,68,155,223,171,3482,7686,0,28,0,277,13,2785
6059,4310,2670,392,549,0,15096,8578,3208,322,542,0,29,2789
5936,1562,3013,306,499,265,23245,5514,4101,200,363,238,19,2792
108080,10554,1221,909,0,0,31586,5608,497,258,389,341,279,2796
28270,3837,560,222,124,0,40959,4480,396,86,235,94,59,2796
105214,9349,1173,539,0,256,34596,5734,499,233,236,392,205,2796
510629,46581,3693,725,0,0,41094,4656,613,239,542,398,1001,2796
557835,43933,774,0,0,632,41916,4349,439,222,721,549,1001,2796
500258,19713,2640,603,1689,0,44765,3849,603,216,438,412,1001,2796
11610,26171,273,191,247,1,26480,61672,115,106,12,59,32,2798
12855,3712,360,89,198,310,26703,6558,247,66,150,160,42,2801
10005,1286,246,125,643,273,26741,5628,314,72,591,325,26,2802
33205,2800,107,0,672,546,42771,3618,395,59,290,297,68,2805
23685,2445,20,51,172,41,75766,4589,191,56,8,105,30,2811
12988,4723,128,99,255,140,16883,6827,350,96,279,111,51,2812
27172,9579,616,303,253,0,78480,18149,371,121,308,0,38,2814
9975,4415,233,114,283,100,23057,6660,176,41,364,303,35,2818
107098,8793,0,95,256,217,267159,12649,122,66,251,187,62,2819
22838,2729,230,60,294,41,30527,5882,490,61,196,139,58,2819
29202,1193,5856,590,409,268,59979,3655,6866,407,248,222,45,2824
24122,4817,223,0,396,208,37948,5481,277,9,415,159,50,2825
35043,7066,0,358,81,256,76618,11497,344,252,143,290,71,2825
91644,21135,2451,1011,2206,614,214610,31709,2394,819,1722,532,58,2828
10278,1687,42,129,481,0,43516,3664,119,94,355,0,24,2829
13820,4373,483,27,108,34,23312,5736,384,9,74,164,44,2829
10304,4575,221,305,448,100,20474,9726,275,205,386,123,33,2833
2602,1855,504,238,375,273,13285,6411,708,159,186,281,14,2834
4319,2229,88,90,418,25,19767,6136,179,15,234,0,17,2837
57716,11032,311,355,0,335,49334,7015,426,243,203,168,92,2837
4815,2294,36,223,156,107,28129,7577,0,174,0,15,14,2838
26677,8827,0,482,888,228,42615,14666,165,172,615,214,71,2838
24293,1178,0,0,516,304,52865,3183,115,0,833,266,49,2842
16497,2849,545,66,504,183,49839,5406,355,15,401,140,44,2848
48980,10730,0,448,952,0,44745,6101,339,236,374,227,101,2849
12548,6636,579,24,415,134,21812,7727,416,91,211,324,51,2850
6139,1708,232,149,324,164,26069,6884,180,100,94,110,15,2850
12990,2453,5980,152,478,104,28500,5286,7611,210,524,203,54,2851
35069,2012,11826,926,180,58,127201,4567,16432,1008,0,7,23,2851
19177,1183,0,15,439,238,52252,2329,116,40,746,222,36,2852
15146,800,0,225,294,88,52549,2822,0,81,183,145,27,2852
30678,11561,1512,742,763,704,76473,17860,1355,304,956,619,59,2854
153457,32493,63,597,292,0,87317,11538,380,211,604,470,158,2854
22539,2474,0,0,0,150,45829,4602,172,55,202,343,78,2854
32242,1828,6981,451,141,398,85279,3859,7948,453,92,394,29,2855
22951,1780,16,261,757,100,53040,4062,91,102,592,145,44,2856
4837,2809,134,48,168,240,19918,8222,169,9,293,347,17,2856
48701,1930,14269,572,0,131,91310,3350,13994,797,110,278,81,2858
30463,2808,489,346,699,197,62883,5130,409,165,602,339,41,2859
15170,1549,292,136,346,776,45970,3085,340,118,226,722,47,2861
50005,667,11285,823,34,311,117779,2761,12228,733,7,193,39,2861
5532,2137,72,256,190,149,23159,5631,0,197,29,151,18,2862
45395,811,13676,928,0,0,93323,2391,14095,673,141,156,53,2865
3988,2691,289,166,454,14,12310,6210,154,110,318,201,23,2868
5634,4033,205,264,243,26,19531,7727,164,189,115,0,26,2868
66053,5277,22262,1614,0,434,122445,4592,22991,1238,219,334,111,2868
30350,1308,10059,557,376,137,82525,3374,11459,512,312,154,36,2872
23993,2424,428,152,36,0,46214,4140,479,165,31,90,50,2873
19974,675,41,51,243,131,54864,2773,169,0,58,253,27,2874
12603,1127,147,22,559,167,39742,4319,205,0,327,165,26,2875
11992,1866,245,71,297,125,41328,5088,208,0,177,153,21,2878
2315,2641,264,187,409,322,7623,16516,273,59,209,321,18,2879
32518,8536,0,0,451,161,80537,14198,158,14,181,146,52,2880
39891,4391,816,0,6,277,81991,6428,347,0,119,303,59,2881
20171,3558,87,388,799,244,38975,5340,324,188,388,261,49,2881
42992,1334,18506,1253,652,304,92100,2133,17720,1089,305,356,63,2882
9022,777,0,167,337,207,49539,3957,0,44,116,398,15,2883
3271,2862,125,225,204,291,14239,8635,208,160,0,376,18,2885
67743,1821,9703,616,214,149,139844,2745,9828,617,221,197,49,2890
34674,4591,810,584,459,176,73934,8367,861,414,273,218,32,2891
55382,2234,5439,587,597,83,105361,2652,5657,372,323,242,54,2891
15249,904,13652,701,391,189,48438,3405,16204,683,155,174,24,2891
2856,1926,208,81,186,92,17617,12111,161,0,0,51,13,2891
16857,12203,198,0,133,623,22277,22157,318,135,42,443,52,2891
17633,4535,93,163,529,174,38365,9803,166,33,521,278,36,2893
33415,9303,384,169,111,0,77362,13978,329,109,121,234,53,2895
63410,3879,10003,456,541,134,173892,8320,10914,291,500,53,33,2898
41051,28044,1718,804,970,464,75233,36403,1515,597,566,520,62,2899
6165,6225,279,129,228,53,11345,30425,509,21,120,114,34,2900
32969,2136,381,64,511,71,88018,3634,283,46,286,207,44,2903
9310,2088,298,291,438,271,34782,5091,294,235,219,206,29,2905
32703,2147,10080,654,106,97,68830,3761,9574,560,106,92,32,2906
33379,5603,6634,522,43,305,90775,8830,6661,312,334,291,45,2907
40041,15299,9706,525,769,435,107334,27336,10373,462,531,328,33,2913
68612,10984,1355,811,1634,988,173341,17225,1139,500,1092,781,55,2916
87529,4740,8108,1006,1310,0,145250,5925,7367,368,373,144,132,2916
4817,1342,85,155,178,123,19902,5661,101,40,0,298,16,2917
27694,3221,232,0,529,110,55207,4721,494,47,240,240,63,2918
26511,11633,609,72,615,270,50800,20362,741,154,388,470,74,2918
4157,1465,7,287,301,174,11614,7081,43,158,133,232,27,2918
7574,3015,175,341,100,331,24012,6920,367,256,0,453,27,2919
13699,1271,10997,606,561,183,44024,4157,13866,667,383,139,21,2921
3707,1699,286,164,189,100,20425,5794,325,93,0,199,14,2928
26016,1914,143,269,412,125,62865,4448,385,118,316,305,49,2929
7678,5483,195,232,280,282,22155,12839,151,175,153,213,24,2930
16566,1815,51,306,523,176,53723,3059,12,134,274,195,30,2930
10694,5236,136,376,484,25,29664,8539,331,234,317,175,35,2932
87691,5799,551,699,670,0,160154,8853,622,366,453,153,77,2933
39605,1392,13195,702,391,398,68907,3279,12075,607,400,185,69,2933
30371,1671,14782,973,1116,141,66093,3475,12737,710,605,284,37,2934
24315,2177,14791,953,0,141,57815,4907,13864,827,0,127,32,2938
5299,10408,0,282,208,0,12964,26418,125,145,233,93,37,2940
10720,2474,20,291,418,122,36836,5459,200,192,243,262,30,2942
4791,2017,81,42,411,116,17511,5651,62,0,265,110,18,2943
13776,7569,464,281,658,492,38861,12034,494,174,400,479,35,2951
28225,1820,7207,621,175,40,66118,3365,6734,375,49,133,35,2953
18191,1496,5828,513,700,82,52651,3174,5448,376,327,236,43,2953
7964,10547,275,297,381,108,17657,22469,506,132,462,289,42,2954
11738,3201,252,142,546,110,33505,5885,302,83,516,196,25,2954
43718,5010,446,36,736,113,88567,6069,277,100,441,174,68,2955
7268654,1077344,9938,4011,6592,252,553559,77422,505,287,600,323,1001,3303
59830,1724,0,941,0,2901,40312,4780,229,185,196,2772,1001,3303
58653,2598,0,249,223,0,146033,4548,63,181,159,117,49,3306
3490,3072,1309,270,217,50,8005,6526,1403,168,131,0,33,3306
