FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
10645,18627,131,0,202,34,15164,15505,315,45,94,318,57,215
7098,15365,150,89,483,62,14216,15564,698,147,279,75,48,215
3934,9683,153,51,657,74,11384,13455,451,7,388,121,32,215
5100,10671,0,45,460,0,11325,15341,0,0,292,130,32,215
4857,6783,385,213,240,70,17344,15048,674,188,190,51,21,215
3346,7093,110,78,270,0,10373,14314,273,0,99,100,23,215
3120,5133,65,323,220,62,11655,12940,113,288,331,116,17,215
3246,7444,99,331,570,98,9208,13185,277,215,428,125,25,215
2573,4084,208,196,129,200,14110,13998,267,86,0,182,13,215
2662,4266,277,249,253,122,13667,13437,434,168,0,7,14,215
1797,4155,50,117,304,0,8568,14117,161,49,31,0,15,215
2183,3637,38,128,336,204,13089,13954,0,0,156,142,12,215
2694,4432,297,232,229,203,11119,12853,442,143,233,249,16,215
1738,3722,270,193,190,147,9544,12821,257,155,160,577,13,215
3608,4169,35,273,610,149,19018,13137,64,257,813,31,14,215
1326,5388,50,235,528,97,3842,13209,409,208,397,224,19,215
6152,5138,14,148,222,158,33205,15097,0,110,0,276,15,215
3206,4213,289,3,348,28,13496,12088,252,0,257,0,16,215
1387,2853,102,108,379,126,8221,11060,13,0,181,130,12,215
29485,1988,2832,362,0,255,69036,4129,2601,241,46,136,32,216
18216,593,1833,204,259,128,56969,1930,2018,159,209,157,26,217
17890,3738,3703,362,379,0,65365,8181,4278,258,266,83,23,217
33281,3985,4509,0,361,0,56866,2558,2671,139,358,249,112,218
71609,1929,3521,166,0,0,163589,2901,3594,95,107,224,50,218
17728,3152,1784,267,535,249,45317,6570,2035,206,520,351,28,219
58762,5818,2974,122,463,428,134680,9213,3181,135,232,434,62,219
49055,1416,3907,630,343,376,105724,2296,3775,295,379,431,57,219
252004,12815,314,58,433,377,477342,18936,411,189,294,281,90,219
28709,7866,538,58,1307,141,50553,13074,743,81,939,291,56,219
21730,2572,2031,253,525,0,55387,5414,2249,231,461,0,27,220
26097,1637,2821,255,555,0,72026,4732,2976,275,443,46,33,220
18950,720,3258,262,243,304,58780,2152,3822,142,92,461,23,220
25803,1918,3297,457,577,534,56211,3205,2571,208,560,412,56,220
35876,2015,4905,414,559,400,54671,2619,3856,241,545,395,49,221
679253,31720,0,154,246,158,1207323,50806,379,152,309,281,80,221
27864,11888,2268,142,325,0,69687,23474,2082,118,222,200,35,224
4352,1226,91,126,180,203,19131,5634,52,16,0,133,18,235
123538,620,14091,920,60,517,193502,4353,7365,450,109,417,90,235
47122,1794,1766,389,877,428,83574,2792,2037,268,618,470,67,236
216390,9595,255,9,300,102,440818,14724,252,93,233,153,75,237
42545,739,6277,513,264,73,70312,3036,4707,383,199,229,53,238
39109,6083,4079,467,421,0,76561,9711,3772,357,212,44,59,239
83192,244831,415,211,879,19,55517,145176,331,114,322,225,122,241
45219,4405,2911,681,558,186,91376,7424,2694,378,310,135,69,243
27178,7027,3671,207,295,171,60991,11921,3270,120,167,128,35,243
24337,1167,2822,261,630,153,53756,2905,2999,138,295,299,39,246
29034,2195,1821,347,319,68,83146,5901,2004,201,287,142,26,248
52866,1738,4392,548,0,0,95865,4601,3853,375,3,288,71,249
15582,1359,2293,148,400,100,51407,3310,2681,107,203,81,27,250
3350,16632,113,309,409,0,10914,56847,140,277,231,0,22,253
2881,2009,230,361,334,150,10467,8268,491,253,181,160,19,253
39447,142,3107,182,367,128,84773,1553,3701,219,245,173,56,253
3881,4140,23,12,361,165,14364,16914,155,0,194,161,20,253
25265,2739,2983,240,589,173,49953,4436,2364,126,542,261,61,254
14590,6025,63,185,328,137,30989,10869,136,129,265,266,33,255
48153,2219,5010,533,705,458,60242,3206,2676,389,425,400,54,258
25813,4909,1468,114,234,335,48772,7370,1659,82,131,248,64,258
39313,3359,1910,7,276,458,65666,3722,1289,116,213,203,96,259
46267,662,2758,250,297,232,118133,2091,3049,191,163,116,49,259
25207,18136,3047,315,246,0,81213,34192,3075,249,189,0,30,260
21757,1823,2943,321,124,100,47185,3378,2596,265,104,115,36,260
20835,10802,2578,232,297,62,57111,24467,2623,93,84,6,26,261
7240,3135,131,0,157,259,12972,5983,251,0,62,359,36,261
54250,1881,4991,335,271,489,115299,4055,4237,258,326,417,43,263
28608,3813,2380,108,300,253,65834,7075,2584,65,130,187,28,268
2366,2221,0,232,304,59,8746,6640,0,156,100,58,18,269
3441,3175,416,146,438,156,8765,7010,486,24,277,161,23,269
6133,4185,138,198,273,2,19853,8543,130,184,309,0,24,269
7803,9896,560,244,255,105,19936,10891,512,227,305,200,43,269
27285,3023,2433,78,222,126,66254,6364,2283,95,135,154,44,271
35069,4107,0,698,252,350,64564,4909,38,221,294,278,78,271
35083,1066,2353,262,333,429,83922,2603,2133,182,252,444,40,272
7505,3480,0,21,435,234,20104,6021,0,0,225,335,29,273
7292,3029,425,123,234,344,20116,6013,555,156,191,345,25,273
59563,728,3461,194,139,0,134993,2317,3232,231,138,526,45,274
48505,6270,2231,471,157,0,98641,10059,2197,172,130,107,54,275
47639,15048,2278,1,522,0,91367,23788,1862,151,227,276,66,276
37443,663,3716,714,357,1,77093,1419,3342,382,252,189,38,276
33370,1882,0,0,354,71,77867,2975,547,78,267,187,45,277
45290,1643,2188,126,508,55,94535,2813,2091,71,346,107,45,278
41751,3250,323,581,34,0,86158,5122,420,267,192,44,55,278
30010,1653,2612,371,57,244,62768,4168,2163,188,226,178,36,280
38799,1363,2993,184,748,432,58669,2388,1812,275,295,322,94,280
81482,2681,3288,636,97,292,145042,3210,2750,306,185,276,58,282
61937,2059,3286,176,600,197,129306,5658,3071,158,605,149,45,282
28902,11197,2489,202,483,262,62235,19082,1978,286,371,200,37,282
15744,3884,384,231,598,0,45270,7856,429,121,400,48,36,282
7116,23844,362,193,237,0,23245,48908,374,184,344,49,35,282
45398,1231,2256,581,0,50,88173,2114,2090,257,322,402,56,283
21149,4824,3279,129,337,328,65185,10131,3418,130,255,336,29,283
35997,413,2089,160,511,346,85215,1100,2126,137,210,395,37,283
37639,2615,6285,308,205,120,71334,4229,5940,209,223,225,46,283
64023,0,2170,0,96,477,143286,1307,2531,109,192,429,57,284
22373,1241,2214,358,69,67,53633,2916,2146,278,0,121,34,285
56083,2416,4055,320,0,365,137353,3535,3903,223,284,290,70,286
1453,4400,0,167,309,44,7638,14775,0,188,80,0,13,286
1254,4933,368,102,345,167,5350,14718,452,0,169,132,15,286
6279,8172,551,80,294,235,19359,14994,513,102,121,213,25,286
1768,6771,170,170,355,220,5379,15786,184,56,195,225,20,286
2468,6046,84,216,334,198,12113,13089,335,119,212,157,20,286
1142,4304,233,154,324,125,4086,12045,433,41,107,37,16,286
1919,4309,255,184,298,186,7789,12849,272,120,95,112,15,286
3587,6698,167,266,273,307,11856,13433,169,241,65,256,22,286
3577,7539,240,214,484,162,8776,14188,240,202,277,126,24,286
1711,5106,0,238,360,108,7405,15367,0,182,323,0,15,286
8158,7746,0,199,214,188,22642,14395,0,161,190,208,25,286
7004,11851,647,222,33,316,16222,14829,465,95,54,170,39,286
2355,4682,218,105,282,238,12357,13914,556,0,35,177,15,286
3468,4840,60,110,297,252,15101,13351,0,9,135,421,17,286
5584,16002,0,182,540,400,8627,13953,219,148,236,334,54,286
954,3796,131,24,363,165,3779,12755,65,0,148,215,13,286
6521,11016,81,0,546,164,13200,14389,97,0,447,121,36,286
3229,6166,187,25,435,43,11730,12102,224,0,291,64,24,286
3798,7125,306,194,460,276,17930,13914,454,141,300,280,23,286
6988,13487,62,300,690,207,16530,16279,227,232,657,116,37,288
1814,6038,130,160,502,61,7039,16006,102,67,392,0,17,288
1424,4310,238,234,324,173,7254,16053,205,247,82,95,12,288
1053,5202,122,226,517,176,3812,16308,288,269,462,227,14,288
2869,6070,0,185,313,38,12198,14769,33,91,118,16,18,288
3173,8697,106,229,520,180,11297,16242,227,114,613,100,24,288
5217,9649,0,185,328,105,14760,17793,0,98,172,122,26,288
1839,7059,0,261,417,88,7019,16735,360,173,335,176,19,288
2020,5452,168,208,324,111,9420,16885,87,164,131,0,15,288
2114,4963,45,234,237,159,11745,17404,0,164,0,116,13,288
3337,8506,285,211,681,131,9256,15738,282,181,721,93,24,288
3241,6328,88,255,244,153,11008,14689,437,216,119,52,19,288
3782,5706,206,143,337,225,17666,15663,192,35,107,174,16,288
4057,6811,0,272,195,201,17952,15962,0,194,0,75,19,288
4834,5980,63,208,403,182,22467,15668,0,99,255,71,17,288
5028,12801,243,279,12,89,9764,15789,392,120,134,302,36,288
4465,13551,208,323,303,0,8504,15825,415,215,121,89,40,288
10899,22418,69,405,400,144,13643,14874,287,185,410,234,69,288
3163,9365,79,232,229,0,7355,15982,177,177,148,150,27,288
27252,1959,2701,426,411,540,63561,3694,2210,345,305,471,36,288
37610,227,541,231,298,265,108768,1332,413,135,185,186,27,289
64364,1157,7793,891,543,226,100570,2598,5854,522,651,357,52,291
57431,2293,3671,264,381,0,97063,2820,2417,191,357,293,96,294
41285,986,5565,637,483,0,78889,2798,4639,378,276,63,43,295
69260,5994,3196,293,798,122,116788,7836,2639,173,395,198,81,296
39923,1106,2653,101,402,214,94087,1886,2307,84,410,224,48,297
56771,1887,4494,503,148,26,113877,4101,3922,332,64,299,42,300
51516,4466,2918,365,412,197,82892,6473,2602,159,241,177,45,301
21070,586,4175,405,144,76,64326,2261,4153,326,20,224,27,301
62322,907,4790,19,253,249,118121,2517,4179,203,198,335,66,301
43662,26606,4287,306,402,0,82329,40202,3284,185,250,123,48,302
51981,1044,3311,193,157,480,107539,2548,3035,72,75,342,37,302
86921,18974,589,569,613,353,43529,7289,318,242,320,285,163,303
85543,2288,4250,207,501,119,173877,4472,3506,255,290,161,54,303
41932,1873,2103,403,385,237,82727,3718,1872,191,219,459,61,304
61667,1850,2955,826,970,0,125590,2304,3368,305,468,153,91,306
13427,5650,375,169,772,58,25718,6247,476,128,516,229,48,306
27198,1299,2424,400,415,86,73977,2627,2367,212,366,202,44,306
6489,3935,70,358,469,0,17574,9679,130,194,199,205,32,307
40296,0,3316,329,328,506,75711,1077,2952,121,274,299,50,307
38957,2176,2705,54,559,308,88600,2715,2155,99,496,476,56,308
79932,2189,7723,581,106,119,124030,3393,5582,271,277,206,71,309
5263,3635,0,136,445,253,10713,8138,0,79,366,262,31,310
31977,1199,3059,500,360,203,68929,2828,2907,419,313,197,35,313
43102,2965,2018,539,598,470,84290,2395,1802,202,343,212,83,314
30419,2423,1848,145,214,229,50051,3163,1642,101,187,220,51,315
2305,2306,53,116,276,274,12395,7977,30,0,51,286,13,316
3301,3228,198,55,274,110,10116,8347,110,0,142,161,19,316
6747,5929,0,107,160,159,13073,9499,0,76,63,216,32,316
3526,2705,0,191,249,211,20115,9886,0,91,1,147,13,316
4355,3177,297,136,286,64,23894,11000,342,36,165,21,14,316
1796,3032,150,309,403,122,9458,10725,260,320,245,68,13,316
7090,8192,0,51,408,350,15775,13253,0,0,236,218,29,316
4329,6278,172,175,142,132,16497,11960,169,82,0,29,23,316
3200,4160,100,64,340,92,16162,12789,125,0,244,0,15,316
20530,1504,3929,541,537,158,44078,4068,3631,398,191,174,43,317
40844,4030,467,0,162,117,99233,7188,231,0,119,81,45,318
59440,2100,4250,627,366,295,112082,3598,3911,304,562,198,47,320
63379,2877,4576,527,0,114,105203,4051,3054,352,216,190,92,322
28317,2006,1769,308,193,0,67254,3877,1821,192,307,196,38,322
26857,1507,7627,770,133,194,67430,3448,8058,581,107,337,45,325
94756,18491,4136,433,901,216,193268,27684,3564,269,566,248,63,325
2485,5162,304,202,372,58,6952,11385,376,86,201,39,22,326
569407,69774,0,0,231,91,139267,15634,507,250,476,381,437,328
89420,1433,4466,129,0,0,183860,2640,4319,105,361,120,50,328
63541,8283,3901,727,300,0,106368,11591,3983,350,246,233,81,328
60242,915,4092,117,357,210,136200,2002,3919,89,196,105,40,330
64305,2330,4156,0,178,240,98231,3766,3285,132,275,245,65,330
71180,3897,3716,184,450,0,156408,6039,3237,99,236,305,46,330
76236,11415,4787,238,37,0,160536,20026,4135,102,144,120,74,332
21454,939,2377,302,319,329,55612,2731,2189,166,220,422,28,333
5516,50579,50,0,246,137,10792,86859,332,0,181,145,42,334
60157,2548,3984,269,148,126,116909,4117,3940,143,101,176,39,335
56255,6195,5232,471,169,0,105220,8055,3948,373,336,42,46,336
30181,951,2160,287,139,467,68843,2053,2325,127,0,460,34,336
128617,8541,335,0,0,332,248323,12459,337,41,43,256,71,338
1870,2413,128,160,655,91,7978,7321,48,188,577,36,15,339
64544,3023,5093,433,612,734,101793,3484,3815,256,328,391,90,339
546136,144758,2531,958,1439,580,733640,170123,2122,590,1015,629,104,339
74107,1708,5262,394,0,185,164028,3148,4643,239,0,169,48,341
26361,3007,2353,451,415,0,55302,5255,2005,288,285,247,45,342
7840,3124,103,72,82,222,19290,7053,196,21,0,280,28,342
24476,782,2341,181,117,0,59575,2567,2305,168,9,72,34,344
17621,4492,2540,95,427,0,40964,7152,2518,45,225,66,33,348
14122,4118,657,16,697,161,25947,7368,399,41,701,238,49,348
94422,2081,4173,220,18,546,194695,4281,3400,185,185,203,64,350
26835,2524,4620,352,355,0,54205,3799,3432,203,233,209,84,351
44596,2173,3002,560,496,0,71319,2775,2442,352,432,293,109,352
16883,2299,316,148,228,107,33091,5305,457,146,117,127,45,352
3596,2344,227,128,168,164,15159,5945,297,10,0,171,21,352
43373,1833,5343,970,133,0,70177,2338,4421,586,283,165,63,352
52158,1887,3345,244,612,235,97681,3269,3236,238,387,328,54,356
6580816,1013831,13120,3349,2899,435,500686,73571,680,360,487,306,1001,747
35346,237029,1021,107,0,0,15554,145197,308,182,95,216,189,748
28592,1244,384,243,0,144,64054,2531,175,79,0,150,47,748
8184,3427,445,102,615,177,23144,7648,413,20,433,164,33,750
15514,2256,440,285,504,437,44155,4524,273,229,320,352,33,752
20963,1358,103,117,216,0,55369,3422,113,47,65,0,42,752
6313,3709,782,120,291,98,22535,10019,992,16,85,114,22,753
20694,8916,0,358,0,606,21449,7382,163,156,246,258,102,755
12755,9912,3456,272,166,244,35559,21719,2951,212,53,251,36,760
2240,917,174,205,298,143,12358,8694,65,149,138,50,15,761
20566,1257,1672,464,297,58,66448,2137,1684,297,131,76,32,766
26723,745,2103,216,459,0,73582,3660,2418,66,391,128,38,768
36947,23410,3938,246,114,465,69306,41539,3808,223,287,489,77,772
32088,339,2631,326,328,179,81066,1447,2898,211,332,266,35,774
26028,1536,2572,207,0,68,52882,2931,2477,171,141,115,76,775
12208,1958,0,213,103,355,45212,5636,0,143,43,286,25,776
27324,1111,1265,213,777,28,85472,4417,1444,117,425,89,41,777
5759,2357,192,66,186,125,15529,5693,232,86,352,138,34,778
20999,12068,2216,235,381,0,55130,23286,2831,156,279,129,43,779
7060,7657,236,34,294,89,13193,28364,188,31,269,98,53,781
56817,2646,258,668,117,261,123845,6216,443,252,223,282,74,785
35354,1521,180,69,694,92,100276,5085,115,43,472,32,34,786
42849,3358,0,0,255,8,106406,5714,0,0,586,215,57,790
1918,3735,325,303,270,200,5276,8302,197,213,111,173,23,791
5129,2808,161,219,297,94,17544,6731,199,114,75,157,21,791
3413,3866,88,249,297,0,10748,7846,205,139,194,9,26,791
1151,2152,141,172,304,95,5762,7453,145,114,151,0,14,791
7780,6360,39,172,468,258,19114,8288,42,36,428,207,42,791
2802,1815,286,217,442,129,15837,6071,324,172,320,47,13,791
3121,3300,136,129,271,134,8324,6844,229,32,120,96,23,791
3128,2238,81,196,196,225,14907,6571,0,149,0,172,15,791
1457,2187,243,198,231,68,6666,7533,457,165,0,19,14,791
4031,3427,181,122,345,0,11207,6325,249,29,412,0,27,791
1312,1990,294,95,372,62,4679,7074,250,5,150,0,15,791
7357,4030,0,166,190,249,24048,7371,0,64,0,128,27,791
12580,6373,0,208,7,0,20983,7716,390,91,1,9,43,791
4438,2974,0,161,390,141,20018,7594,26,44,304,27,19,791
2538,2999,0,140,303,23,9659,6324,0,102,244,32,22,791
29195,16640,3669,309,426,549,50409,23737,3191,260,365,273,78,791
41584,248,3792,89,69,259,92318,2083,4301,264,73,293,55,792
6354,1515,115,220,0,237,26988,5248,128,160,0,202,18,792
4747,2065,45,216,411,62,21156,6047,1,218,292,317,17,793
22546,6253,2716,350,402,220,53677,11897,3112,264,213,254,32,796
36778,768,3032,373,85,220,107346,2120,3367,210,0,238,30,796
11453,2501,442,113,172,0,20996,5420,233,135,125,0,48,797
41590,0,11981,938,183,104,115359,1590,14587,918,113,45,36,797
27237,4537,2383,334,250,0,77685,9263,2726,223,0,43,26,799
9315,1550,181,46,328,232,38213,4795,413,0,214,318,27,800
28732,1167,4179,244,217,0,83688,3983,4645,208,82,0,30,800
5627,2371,0,145,268,91,14147,6569,38,46,418,184,27,803
13168,2710,93,297,183,8,33428,5499,143,194,363,31,41,803
16157,2424,523,273,0,140,42803,4965,445,281,25,206,30,804
24006,2522,3094,408,225,114,73567,5399,3047,297,283,115,37,804
60989,3978,0,92,43,89,127484,6898,94,59,0,142,38,804
23125,2017,2102,391,397,0,54171,4011,2330,232,404,59,38,804
41234,4731,3164,465,496,298,86452,5995,2950,291,547,398,68,805
49291,8001,4014,467,637,0,72407,11515,2923,164,430,110,71,807
21707,1334,2362,210,208,267,48056,4281,1840,147,89,230,35,811
20367,611,1553,308,678,240,63658,1722,1749,227,433,223,35,811
46617,10940,3678,290,289,0,118961,17816,3469,260,130,123,53,812
22015,5513,455,255,393,256,62552,7795,832,162,133,253,48,814
47718,2710,3662,435,520,0,112121,4191,3074,332,281,259,55,816
42304,9450,3863,278,174,194,117511,15765,4002,169,142,120,48,816
28409,1129,2747,0,487,146,56356,2383,3119,91,250,144,48,816
9926,3824,341,145,238,203,29358,7699,323,27,22,151,31,818
25348,0,2648,238,393,255,80769,1202,2673,194,159,417,28,819
3305,2854,0,175,501,164,14331,8423,0,87,395,164,16,822
13352,2370,356,137,259,129,38058,5934,442,122,77,129,27,824
61021,1334,5489,303,421,410,161371,2244,6707,249,314,286,37,825
49511,603,4162,536,123,186,111623,3294,3807,208,192,328,63,828
29246,665,3069,270,403,382,74673,2218,3029,205,282,388,31,829
18345,2822,158,331,333,76,52929,5348,498,231,215,106,39,832
51077,6314,864,237,832,46,116856,9362,486,284,785,267,53,832
35348,3927,4592,474,747,205,58023,4172,3999,367,718,259,59,832
25914,1196,2232,414,0,228,64630,1929,2000,197,64,285,63,833
23531,4233,2205,321,0,313,57491,7496,2265,230,0,204,44,833
8276,3954,72,136,589,329,29316,7775,51,56,367,364,33,834
4016,7412,573,194,0,128,7275,12315,480,125,99,189,40,834
29467,1279,3011,441,745,440,57334,3369,2206,201,421,570,61,837
33516,877,2557,207,3,205,92223,1508,2702,156,0,233,34,838
29659,17076,3227,341,0,379,81182,32235,3326,296,0,316,33,839
65127,1839,4638,424,282,82,145717,3668,4267,328,65,207,39,840
16414,2678,269,276,159,294,33184,6704,204,252,399,576,38,841
7501,1706,4,114,307,8,27231,5670,268,26,691,45,25,842
18790,1606,2560,356,166,265,51164,4787,2680,199,37,395,28,843
6831,2981,177,123,286,49,28907,7304,242,72,175,25,22,844
3089,2683,337,181,196,234,15034,8375,372,73,0,213,15,845
31002,1316,3427,250,429,137,80505,4249,3761,142,253,342,30,850
10254,1079,0,83,0,220,43674,3482,267,66,0,336,33,852
42492,234,3190,457,376,140,111417,1807,3398,321,312,209,31,852
45529,3355,3827,565,156,532,66243,5084,3165,358,100,373,56,852
20415,1448,4113,457,187,104,64468,2639,3708,262,128,163,37,853
44837,1688,4488,290,241,170,91925,2703,3556,437,214,74,60,854
10382,6544,156,119,411,155,21938,10125,232,58,321,232,38,855
20061,542,2226,275,241,203,62465,2142,2394,156,93,331,28,856
19024,1100,9549,327,187,0,48725,3671,8817,356,186,1,48,856
2573,3937,25,217,297,189,13257,11581,0,198,121,111,15,858
3530,3836,115,92,178,104,18113,12140,0,10,0,141,14,858
3908,5428,150,89,244,158,12161,13313,126,0,3,207,19,858
5057,6479,0,247,253,125,21843,12417,46,264,56,45,24,858
1183,2689,32,123,504,216,6463,10153,169,0,502,197,12,858
2527,4185,273,166,370,53,11065,11888,267,61,336,55,16,858
2807,3671,0,175,292,171,15406,13111,0,65,47,191,13,858
4239,6450,70,262,340,371,9889,11163,204,212,272,305,27,858
2806,3043,270,158,250,194,17312,11242,352,28,22,155,12,858
5736,5024,110,184,289,125,23416,11210,246,155,167,122,22,858
4464,5775,85,143,387,143,10717,10801,186,72,374,67,24,858
6603,6488,393,143,426,235,19432,10603,321,139,303,225,27,858
2351,3764,254,148,453,138,10122,10657,350,56,282,169,16,858
6877,6851,90,66,292,141,14176,11346,67,73,151,277,28,858
3800,4921,172,228,514,95,17037,11774,188,126,731,4,20,858
3897,4556,0,126,504,94,15860,10965,0,91,345,78,19,858
2137,2594,159,222,378,201,13169,9730,75,191,206,134,12,858
5123,3557,90,154,262,198,28025,11293,114,124,257,163,14,858
5876,7590,415,95,130,408,11594,10929,342,37,19,389,32,858
45405,3427,9959,631,154,0,100741,5255,8194,442,202,92,43,859
38277,145,4008,609,544,495,72836,1986,4287,283,372,533,68,859
44462,2084,2806,232,0,0,71083,3112,2327,160,60,390,58,860
33107,2582,106,57,0,29,77381,4748,398,70,93,179,64,860
13630,1765,0,152,528,56,38934,4854,125,98,308,95,30,861
62899,909,5503,453,270,83,124765,2370,4157,262,172,353,50,864
33897,694,2680,204,565,198,84103,2298,3092,166,425,153,34,865
