FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
36407,2912,541,220,271,44,97597,6836,790,106,260,181,32,1724
28716,4708,307,507,391,0,53133,7698,364,231,314,117,59,1725
14595,1913,269,194,268,153,37919,4937,245,99,55,146,27,1727
8338,1669,307,122,492,74,18123,5713,271,84,320,23,30,1730
5421,1696,164,166,48,183,19565,5488,96,84,0,80,20,1731
9785,3039,721,64,33,347,29054,6875,746,0,55,452,26,1734
22025,534,610,145,777,352,52883,2312,363,69,513,212,40,1739
40412,4169,672,182,703,338,60598,5588,509,130,458,308,40,1740
193605,35526,62,27,166,140,80571,10556,327,170,360,326,199,1742
29797,3610,700,244,37,0,85688,4928,575,161,152,133,53,1744
24702,21787,99,426,453,443,52483,39217,604,201,165,330,56,1744
3511,1647,136,111,261,197,19871,7834,41,0,15,124,13,1745
29015,1703,545,300,315,11,64119,3880,535,142,91,98,40,1748
44452,2556,329,418,109,107,92727,3579,667,248,207,285,85,1749
14879,4262,445,0,534,61,28117,7407,450,0,291,227,60,1750
17020,2575,378,122,430,156,45475,4474,398,79,341,377,30,1751
2243,4654,193,234,397,144,9251,23288,128,181,249,217,16,1757
3278,1621,70,74,126,155,19561,6312,0,0,0,159,12,1757
42495,1462,351,0,375,234,87410,2554,381,0,251,376,55,1761
22359,1922,761,338,586,111,59085,4037,548,238,289,72,37,1761
39571,10786,514,0,0,156,29607,5409,305,167,316,215,119,1762
22358,763,501,0,535,334,63755,2124,345,0,320,222,39,1763
83980,4660,623,494,411,756,156297,4372,701,254,653,515,93,1765
23767,7393,607,129,232,313,80270,11959,633,102,355,309,39,1766
47479,6297,1009,361,1505,23,86803,9194,654,201,1146,130,51,1769
66205,4437,708,24,247,404,144830,7332,524,74,169,381,75,1769
82705,941,703,587,0,326,182635,2725,616,270,272,298,67,1770
41313,9131,422,232,0,101,100540,13511,316,128,214,206,51,1771
26983,16534,724,287,531,137,66357,26216,541,148,357,223,51,1779
22152,5277,544,329,241,0,60407,11293,379,218,65,9,27,1779
65157,554,863,447,933,0,142672,1293,640,279,742,225,53,1780
7124,4997,0,98,526,211,19279,10359,62,91,405,175,24,1783
8189,3430,215,33,582,179,13414,6181,154,31,450,67,32,1792
4084,2845,23,95,193,134,13109,5790,143,25,79,76,25,1792
58958,2673,205,0,0,308,114252,3708,400,39,57,388,66,1794
10555,4562,190,105,364,0,20040,7550,268,57,299,179,44,1795
31553,1408,569,414,499,0,57494,2086,586,154,354,0,94,1796
16424,1614,397,131,414,401,47280,3151,419,75,342,341,33,1800
6346168,937225,10114,1821,2528,1565,489639,71654,633,251,454,468,1001,2086
15514,2957,523,194,754,826,47066,6981,501,91,635,855,36,2089
14144,4330,375,252,304,140,47770,9790,292,187,108,162,28,2102
5248,1634,81,305,381,264,14765,5842,50,201,229,373,25,2105
182707,42886,999,332,100,153,109486,16629,365,193,236,379,159,2111
6745,2684,0,12,322,285,15955,7422,175,0,270,354,27,2112
2189,9051,121,125,234,155,12975,32797,166,0,0,212,12,2117
11566,4925,0,0,0,22,21122,5473,215,0,44,118,61,2117
52395,20507,31,382,445,140,78657,26664,286,145,225,198,64,2117
6112,4015,158,223,73,176,16194,6784,227,173,0,93,28,2119
21993,1252,53,213,879,195,49453,3021,286,170,359,194,49,2119
12106,3180,470,362,300,228,24670,5580,276,306,160,135,61,2121
38432,797,714,102,634,0,103129,2693,669,91,355,27,40,2121
7478,2116,170,57,370,105,23195,6106,142,0,280,12,20,2122
27142,3205,937,340,330,259,53687,4606,710,198,247,243,37,2123
17759,3140,579,102,606,50,55254,5906,627,8,527,66,31,2125
17010,1165,462,22,267,0,50027,3963,357,47,229,0,25,2126
77770,16812,1046,362,319,365,184092,30434,892,345,585,278,47,2128
51178,33306,1707,820,1635,244,106076,50659,1351,555,1031,291,64,2129
15023,2509,181,172,0,129,28554,5196,87,164,0,266,48,2130
8242,2740,285,27,549,186,28660,6632,298,0,248,155,38,2130
58761,2315,445,604,118,220,124197,2222,494,231,341,210,62,2131
23997,538,536,411,747,210,58114,2102,375,261,580,242,34,2137
147019,4006,807,0,789,431,320702,7119,751,31,707,330,73,2138
6456,692,338,117,315,264,35979,5118,501,0,324,455,14,2138
41905,925,662,0,79,307,85003,2373,565,70,497,137,85,2140
59417,2147,816,166,378,288,161581,3668,621,153,682,234,58,2145
17220,5504,0,105,28,210,40196,10034,45,129,0,230,36,2147
20520,9282,492,214,222,217,45301,17606,499,151,284,232,44,2150
12293,4755,275,134,133,283,37956,9806,277,49,196,297,36,2153
32461,1914,514,500,459,8,59452,3764,329,291,246,184,45,2157
47708,2777,275,214,396,74,98162,4133,331,167,375,238,50,2158
7033,2708,0,255,172,68,15700,6216,484,110,93,137,37,2159
72813,6164,666,362,445,492,165027,10199,853,235,137,315,50,2162
48796,14324,1280,423,691,129,54781,21764,1072,205,354,336,88,2163
23532,12931,418,344,631,25,68767,24498,448,204,547,114,34,2164
2702,1294,0,136,535,214,15461,5797,0,78,489,176,13,2164
10650,2691,190,194,309,0,27651,5758,205,106,226,44,27,2165
6008,2131,275,291,235,191,21378,6156,484,249,38,77,19,2166
52716,12438,294,672,867,0,35732,6609,468,248,461,406,129,2168
32078,837,628,152,433,595,66152,2026,468,104,265,703,56,2170
33657,10729,966,0,190,143,75311,17884,841,53,239,405,65,2171
951,1801,93,128,303,179,4632,7307,0,0,116,213,12,2173
3598,2974,189,166,366,256,10672,7337,157,79,139,273,20,2173
5366,3294,340,217,433,0,17552,8426,533,108,257,115,19,2173
4117,2351,208,10,180,107,24359,8296,361,0,0,189,13,2173
9708,6889,0,102,343,167,27068,11602,226,65,160,173,29,2173
9649,7375,144,0,316,150,19885,11022,348,0,176,97,33,2173
1872,4966,0,84,411,110,4463,10059,110,45,288,168,22,2173
1747,4192,229,201,136,52,6043,11238,160,135,0,0,17,2173
11194,14451,0,287,46,192,20049,12578,233,196,189,111,55,2173
5923,6002,16,155,114,111,18842,12573,72,88,0,70,23,2173
4334,9551,0,276,295,226,9309,11951,0,176,335,257,36,2173
27090,2171,700,228,490,114,50462,3031,360,145,220,155,62,2173
16396,5374,202,216,78,232,42008,11223,175,167,70,251,29,2173
10975,5590,411,231,418,265,18980,7886,311,127,323,237,34,2174
1656,2598,0,92,549,241,6241,7607,0,0,490,246,15,2174
1096,38788,147,89,423,146,4760,128055,135,0,243,59,13,2174
3737,5804,0,266,418,53,10461,11614,0,180,138,267,23,2174
1843,10944,113,222,567,123,5232,22411,61,142,363,85,23,2174
6418,35497,740,181,475,177,11008,44927,608,94,468,181,44,2174
46306,1384,606,261,415,205,111274,1892,449,204,242,275,44,2177
1729,1327,91,160,466,79,7939,6391,15,64,329,93,15,2179
17913,5209,186,185,382,367,37250,10018,106,97,321,385,34,2180
83877,4642,282,210,154,0,183905,9180,183,165,23,62,48,2185
17618,6612,0,276,507,7,43048,10543,251,126,328,76,49,2185
2930,4274,181,113,291,231,13749,25090,359,60,256,203,15,2193
18270,2970,0,0,574,395,42128,5170,400,32,385,480,63,2195
41715,9975,477,356,744,0,40623,6041,369,357,432,131,109,2199
14033,2412,257,222,156,314,29380,5215,255,123,153,359,44,2199
20253,824,149,269,600,285,57383,3184,364,248,377,344,26,2203
9392,2490,137,0,198,219,19298,5604,237,37,314,155,33,2209
3871,1987,0,194,279,205,16245,8911,155,114,143,108,19,2210
41188,1395,566,270,553,261,112005,3031,526,208,284,453,28,2211
35535,4257,811,464,780,331,66084,5433,854,274,488,236,53,2211
6836,1690,124,164,397,114,26830,5398,86,90,249,169,20,2213
33686,2317,495,18,129,180,65113,4171,623,8,67,368,41,2214
9141,3608,62,164,87,107,18520,6708,164,74,195,210,34,2214
12195,3061,505,262,249,137,28040,5631,475,209,236,163,40,2214
82413,16946,1222,594,898,138,150292,24756,896,300,806,296,58,2219
634046,27424,826,829,1000,37,1119850,39563,737,288,600,226,80,2222
57500,7122,1477,551,945,392,62968,8438,888,280,580,331,66,2225
11155,3736,153,522,0,201,18050,6552,157,250,167,174,47,2226
23834,1647,650,373,223,149,52669,4336,583,196,310,159,30,2227
87785,4371,201,205,315,186,180695,7833,507,190,213,188,50,2228
65653,4067,141,69,694,0,140805,5203,421,55,509,49,54,2228
24136,1733,656,164,280,370,51163,3391,509,72,116,281,32,2231
2368,4551,243,231,273,111,9230,11714,252,154,128,139,23,2232
34209,14900,851,253,217,310,50676,22392,426,172,265,196,46,2233
12259,2614,48,66,174,185,34765,6373,116,169,265,279,43,2233
58122,2481,795,350,771,50,123314,3216,666,211,653,123,52,2234
131707,6286,986,155,210,291,248336,8668,764,272,539,232,68,2235
17984,2205,860,157,465,0,55722,4400,796,114,259,62,26,2238
101661,6714,419,21,151,0,193490,9786,458,186,183,146,62,2241
6549,641,405,179,283,46,40499,4544,532,114,99,6,12,2242
13846,1754,149,181,15,0,47356,3867,223,130,0,0,26,2247
69732,6442,947,583,316,307,114946,10510,802,288,396,339,40,2247
1751,1491,56,181,316,246,10224,6005,31,85,221,212,12,2249
4861,3637,198,116,84,431,8665,9107,255,99,290,415,38,2250
24676,6249,785,191,807,0,62572,11501,749,77,510,5,39,2251
52276,1592,833,510,783,343,121386,3595,600,321,701,531,49,2251
17081,906,493,214,559,219,49740,2739,594,122,433,420,28,2252
13426,1481,615,220,421,191,29606,5786,421,159,310,180,35,2254
41721,1996,1023,0,94,414,80324,2191,565,174,92,263,79,2254
4949,4096,424,199,465,47,20292,7847,579,139,366,172,24,2255
